Author,Type,Year,OriginalAuthor,Title,SentenceNr,Sentence,Emotion
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,36,Gretel trinkt Morais Blut.,neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,37,Nach dem Tod der dritten Hexe ist Cthonia besorgt und ruft daher Gretel vom Telefon ihrer Großmutter aus an und lockt sie zurück nach Hause.,caring
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,38,"Sie droht, ihre Oma zu töten, doch Gretel reißt dieser stattdessen selber den Kopf ab.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,39,Hänsel und Willy werden Zeugen dieser Tat.,neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,40,"Cthonia überlässt ihren Ring als Hohepriesterin Gretel, die die Macht über den Zirkel übernimmt.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,41,"Sie und Cthonia bringen Willy und Hänsel zum örtlichen Tierfriedhof, wo Gretel verrät, dass sie Lilith begraben hat.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,42,"Da Gretel nun über genügend Macht verfügt, beginnt sie mit einem Auferstehungszauber, der Lilith wieder zum Leben erweckt.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,43,"Daher reißt Gretel Cthonia die Kehle heraus, damit Lilith sich durch deren Blut regenerieren kann.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,44,"Diesen Moment nutzt Willy plötzlich aus, um sich als mächtige Hexe zu offenbaren, die Lilith wieder ins Reich der Toten schickt.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,45,"Hänsel schneidet Willy die Kehle durch, tötet sie und stellt Gretel zur Rede.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,46,"Die Geschwister kämpfen gegeneinander, aber keiner der beiden ist gewillt, den anderen zu töten.",neutral
Grimm,Wikipedia,2015,Grimm,Hänsel Vs Gretel,47,"Als Polizeiautos vorfahren, gibt Gretel ihre Niederlage zu und sie gehen gemeinsam von dannen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,1,"Sechse kommen durch die Welt

Ein Krieg ist zu Ende gegangen.",grief
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,2,"Während der König sich selbst den „Orden der Unvergesslichkeit“ verleiht und auch seine Marschälle – hölzerne Puppen – mit Orden bedenkt, erhalten die Soldaten nur je drei Heller für ihre Dienste.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,3,"Als ein Soldat dagegen aufbegehrt, wird er vom König gefangen genommen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,4,"Er schwört dem Monarchen, einst dessen gesamte Reichtümer zu besitzen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,5,Im Gefängnis trifft der Soldat auf den Starken.,neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,6,"Der kann zwar seine Ketten lösen, will dies jedoch nicht, da alles, was er anfasst, grundsätzlich zu Bruch geht.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,7,"Als der Starke niesen muss, schleudert er den Soldaten durch den Druck aus dem nun zerstörten Gefängnis.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,8,"Obwohl er im Gefängnis bleiben will, überzeugt ihn der Soldat, mit ihm zu kommen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,9,"Auch ein Fiedler, dessen Musik jeden Menschen zum Tanzen zwingt, kommt mit ihnen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,10,"Auf ihrer gemeinsamen Wanderschaft treffen die drei auf den immer hungrigen Läufer, der seine Schnelligkeit nutzt, um Reisenden Essen zu stehlen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,11,"Auch er schließt sich den beiden Wanderern an, ebenso wie ein sehr präziser Jäger, der selbst aus großer Entfernung alles trifft, da dies so nach den Vorschriften ist.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,12,"Bereits in einem Sonnenblumenfeld war die Gruppe auf ein Mädchen gestoßen, das sich ihnen anschließen wollte.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,13,"Der Soldat hatte ihr geraten, noch zu wachsen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,14,"Als die Männer später einen schweren Sack am Wegesrand finden mit einem Zettel, der sie bittet, ihn mitzunehmen, schultert der Starke den Sack.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,15,"Die Männer kommen zu einer Windmühle, wo der Oberhofmeister des Königs verkündet, die Prinzessin suche einen Herausforderer für einen Wettlauf.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,16,"Wer sie besiegt, erhält sie zur Frau; wer verliert, verliert sein Leben.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,17,Der Soldat meldet sich und die Gruppe wird zum König gelassen.,neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,18,"Der Soldat gibt an, den Läufer für sich laufen lassen zu wollen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,19,"Verliert er, sollen hingegen alle fünf Männer ihren Kopf verlieren.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,20,"Beide Läufer sollen zu einer Quelle eilen, einen Krug mit Wasser füllen und ihn zurück zum König bringen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,21,Das Duell beginnt und der Läufer lässt sich immer wieder ablenken.,neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,22,Ständig macht er Essenspausen und schläft schließlich am Wegesrand unweit eines Leuchtturms ein.,neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,23,Die Prinzessin stößt seinen bereits gefüllten Wasserkrug um und scheint schließlich zu gewinnen.,neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,24,"Der Jäger jedoch schafft es, dem Läufer das Kissen unter dem Kopf wegzuschießen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,25,Der Läufer erwacht und füllt eilig seinen Krug neu.,neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,26,Kurz vor der Prinzessin erreicht er das Ziel.,admiration
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,27,"Die Prinzessin denkt jedoch nicht daran, den Soldaten zu heiraten.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,28,"Beim Verlobungsmahl schließt sie die fünf Männer in einem Zimmer ein, dessen Boden und Wände aus Eisen sind.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,29,Die Angestellten des Hofes zünden ein Feuer unter dem Zimmer an und bald glühen die Wände vor Hitze.,annoyance
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,30,"Auch der Boden glüht, sodass der Starke nicht zur Tür gelangen kann.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,31,"Inzwischen haben die Männer herausgefunden, dass sich im Sack der vermeintliche Junge Schiefhütchen befindet.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,32,"In Wirklichkeit handelt es sich um das Mädchen vom Sonnenblumenfeld, das sich als Mann verkleidet hat.",realization
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,33,"Als die Hitze am größten ist, setzt Schiefhütchen ihren Hut gerade auf und bald herrscht im Zimmer Frost.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,34,"Die Prinzessin ist entsetzt, als die fünf Männer und Schiefhütchen nach einem Niesanfall des Starken frierend aus dem zerstörten Zimmer kommen.",fear
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,35,"Nun bietet der König den Männern alles Gold und Gut an, was der Starke tragen kann.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,36,"Zahlreiche Wagen werden mit sämtlichen Wertgegenständen des Schlosses beladen, und selbst die Königskrone und das Hochzeitskleid der Prinzessin werden mitgenommen.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,37,"Als die zahlreichen Wagen vom Starken aus dem Hof gezogen werden, hat die Königsfamilie keinerlei Vermögen mehr, bis auf drei Heller, die ihnen der Soldat dagelassen hat.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,38,"Die Sechs verschenken die wertvollen Gegenstände an die Bauern, die ihnen unterwegs begegnen, auch wenn viele mit Spiegeln, Teppichen und Lampen wenig anfangen können.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,39,"Bei einer Rast erkennt der Soldat, dass Schiefhütchen in Wirklichkeit eine Frau ist, und beide werden ein Paar.",neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,40,"Die wütende Prinzessin hat unterdessen ihre Soldaten alarmiert, und der gesamte Hofstaat versucht, die Sechs zu überfallen und das Gold zurückzuholen, doch spielt der Fiedler auf und alle sind gezwungen zu tanzen.",anger
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,41,Durch eine andere Melodie verschwinden sämtliche Angreifer nach kurzer Zeit.,neutral
Grimm,Wikipedia,1972,Grimm,Sechse kommen durch die Welt,42,"Auch die Gruppe geht nun getrennte Wege, und der Soldat und Schiefhütchen verabschieden sich gemeinsam von den anderen.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,1,"Die Pfauenfeder

Ein Königreich, ein König der mit seinem Jägermeister stets zur Jagd geht, eine traurige Königin und eine wunderschöne nachdenkliche Prinzessin, so beginnt das Märchen.",admiration
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,2,Den König erschrecken seltsame Träume.,fear
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,3,Und er vertraut sie seinem Jägermeister an.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,4,"Dem König träumt von einer Köhlerhütte und von einer Fischerhütte, von einem Ort, der ihm seltsam vertraut ist.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,5,Er will diesen Ort in der Wirklichkeit suchen.,desire
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,6,Der Jägermeister erschrickt und will zum ersten Mal seinen König nicht begleiten.,annoyance
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,7,Die Königin bespricht sich mit dem König.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,8,"Sie sorgt sich um die schöne Amaryllis, die Prinzessin.",admiration
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,9,"Sie möchte sie verheiraten und glücklich sehen, aber der König erblickt in dem Gedanken der Vermählung seiner Tochter nur einen Anschlag auf seine Königsmacht.",desire
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,10,"Er ist besessen von dem Gedanken, dass er keinen Sohn hat.",sadness
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,11,Die schöne Tochter beachtet er nicht.,disappointment
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,12,Wie ein gehetztes Tier wütet er gegen die Königin und die Prinzessin.,anger
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,13,"Er verletzt alle, die in seine Nähe geraten.",sadness
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,14,Die Prinzessin denkt über ihren Vater nach – ist er ein böser Mensch?,curiosity
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,15,"Als sie durch den Garten wandert und über den Sinn ihres Daseins nachdenkt, lässt sie die Feder eines ihrer geliebten Pfauen ins Wasser gleiten mit dem Wunsch einen Menschen zu finden, der sie versteht.",desire
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,16,Auf der Suche nach dem Traumbild macht sich der König mit seinem Jägermeister auf die Jagd und sie finden den Ort: Ein alter Fischer setzt sie über einen Fluss.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,17,Zwei junge Männer reiten die Pferde durch den Fluss.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,18,Es sind die Söhne des Fährmanns.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,19,"Der eine ist groß, stark, blickt verträumt und besonnen.",admiration
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,20,Der andere hat schwarze Locken und ein Froschmaul und prahlt.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,21,Die beiden stehen scherzend im Wasser.,amusement
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,22,"Der Schwarze wünscht sich Mädchen und Macht, der Blonde wünscht sich viel zu wissen und die eine Liebe zu finden.",desire
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,23,Der Blonde entdeckt im Fluss eine Pfauenfeder und nimmt sie an sich.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,24,"Der Vater der beiden beginnt im Boot vor dem König zu plaudern: Der blonde Sohn ist ein Findelkind – er kam in einem Korb auf dem Fluss geschwommen, gerade in der Nacht, als dem Landeskönig die Tochter geboren wurde.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,25,"Der Alte gesteht auch, dass das Findelkind seinem Herzen näher steht als der eigene gierige Sohn.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,26,"Dem König dämmert eine Ahnung: War es nicht hier, wo er in einer Köhlerhütte übernachtet hatte?",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,27,"Dort wurde ein Junge geboren und er und sein Jägermeister hörten die Vorhersage der Schicksalsfrauen, der Köhlersohn werde einst König und die Prinzessin heiraten.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,28,"Der König hatte hierauf seinem Jägermeister befohlen, das Kind umzubringen.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,29,"Doch der verschonte den Kleinen – wie er jetzt dem König gesteht –, er setzte das Kind in einem Korb auf dem Wasser aus.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,30,"Der Jägermeister warnt den König: Wer dem Bösen Platz macht in seinem Herzen, der wird bald davon beherrscht und das Böse wird zum Tyrann über einen selbst.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,31,"Wütend verbannt der König seinen Jägermeister, der auch sein engster Freund und Vertrauter war.",anger
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,32,"Der König verkündet dem Fischer, er wolle seine beiden Söhne mit an den Hof nehmen.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,33,Ocik kriecht vor dem König – er will ihm wie ein Hund dienen.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,34,Der Bruder Gehnichtunter wird mit einem Brief zum Schloss als Bote gesandt.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,35,"In dem Brief schreibt der König seiner Frau, sie solle den Überbringer augenblicklich köpfen lassen, er wäre der ärgste Feind des Königs.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,36,"Als Gehnichtunter an einem Baum rastet, entwenden ihm im Schlaf die Schicksalsfrauen den Brief und vertauschen ihn mit einem gleich aussehenden Brief mit königlichem Siegel: Darin steht zu lesen, die Königin solle den Überbringer augenblicklich mit der Prinzessin verheiraten.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,37,"Nachdem auch die Pfauenprinzessin glücklich ist und Gehnichtunter in dem Mädchen sein ersehntes Bild erkennt, werden die beiden verheiratet.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,38,Doch dann kehrt der königliche Vater von seiner Jagd zurück.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,39,"Zornig erkennt der König, dass sein Plan Gehnichtunter umzubringen nicht nur wieder vereitelt wurde, sondern der schöne Köhlersohn der glückliche Gemahl der glücklichen Prinzessin ist.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,40,"Der König sinnt weiter auf das Verderben des Köhlersohns und greift zur List: Gehnichtunter, so sagt er, muss sich Amaryllis erst verdienen.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,41,Und er stellt dem jungen Mann die unmögliche Aufgabe die drei goldenen Federn des Vogels Goldhaupt für ihn zu erringen.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,42,Auf der weiten Reise soll ihn der verhetzte Ocik ein Stück begleiten und in einsamer Gegend umbringen.,caring
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,43,Gehnichtunter verspricht Amaryllis im Frühling wieder bei ihr zu sein.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,44,"Ocik zögert zunächst, stürzt dann aber doch den Bruder an einem Felsen in den Abgrund.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,45,Gehnichtunter wird gerettet und von seinem Pferd auf seinem Weg zum Vogel Goldhaupt weitergetragen.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,46,"Ocik kehrt jedoch in der Meinung, Gehnichtunter sei nicht mehr, zurück zum König.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,47,Hier beginnt der Gierige den König als Mitwisser zu erpressen.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,48,Zuletzt will er auch noch die Hand der Amaryllis erzwingen und droht mit Aufruhr.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,49,"Die Prinzessin fürchtet um das Schicksal ihres geliebten Köhlersohnes, aber sie bleibt klug und umsichtig und weiß den grausamen Ocik und ihren verblendeten Vater hinzuhalten.",caring
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,50,Währenddessen gelangt Gehnichtunter ans wilde Meer.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,51,In der Ferne liegt die klippenreiche Insel des Vogels Goldhaupt.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,52,Der Junge schwimmt dorthin.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,53,"Am öden, rauen Felsen sind viele gescheitert.",disappointment
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,54,Aber Gehnichtunter gelangt an sein Ziel.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,55,Einen rätselhaften Ort hat er gefunden – zugleich Steilküste und himmeloffener tempelartiger Ort einer sonnenhaften Macht.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,56,"Der Vogel verschont ihn, weil er nicht aus Gier, sondern aus Liebe zu ihm kommt.",love
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,57,Aber der Köhlersohn wird auch über sein Schicksal und seine Herkunft aufgeklärt und auch über die bösen Absichten des Königs.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,58,Die Stimme der Sonnenmacht mahnt zur Eile – der Junge muss sich zwischen den König und das Böse stellen.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,59,"Als Gehnichtunter wieder zur Besinnung kommt, findet er sich in goldener Rüstung beschenkt mit den drei goldenen Federn.",annoyance
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,60,"Im Reich des Königs ist inzwischen Frühling geworden, und der hässliche Ocik treibt den Herrscher in die Enge – Amaryllis soll Ocik jetzt heiraten.",neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,61,Am Tag der Entscheidung trifft rettend Gehnichtunter ein.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,62,Er bringt die magischen Federn und kann damit dem König seine Grenzen zeigen.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,63,"Dem König wird bewusst, dass, wer herrschen will, auch das Böse in sich besiegen muss.",realization
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,64,Herrschaft bedeutet Verantwortung.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,65,Er übergibt die Königsmacht Gehnichtunter und seiner Braut.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,66,Der abgedankte König kann befreit mit seinem wiederversöhnten alten Jägermeister die Lande durchreiten.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,67,Der gierige Ocik wird zurück zum alten Fischer geschickt.,neutral
Grimm,Wikipedia,1987,Grimm,Die Pfauenfeder,68,Gehnichtunter und Amryllis gehen dem Leben ihrer Liebe entgegen.,love
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,1,"Die Gänsemagd

Vor langer Zeit hat König Sigismund den Drachen getötet und dabei seinem Freund, König Gustav, das Leben gerettet.",realization
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,2,"Seit dieser Zeit ist Sigismunds Tochter, Prinzessin Elisabeth, König Gustavs Sohn, dem Prinzen Leopold versprochen.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,3,"Da für die herzkranke Mutter der Prinzessin eine Reise zu strapaziös wäre, wird Prinzessin Elisabeth von der Zofe Magdalena zur Hochzeit begleitet.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,4,Die Königin gibt ihrer Tochter zum Schutz ein Tuch mit drei Tropfen ihres Blutes mit; diese sollen die Prinzessin vor Unglück bewahren.,sadness
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,5,"Ein Blutfleck verschwindet, als Elisabeth und Magdalena überfallen und die Räuber in die Flucht geschlagen werden; der zweite Blutflecken verschwindet bei einem vergeblichen Fluchtversuch Magdalenas.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,6,"Magdalena, die es satt hat, ihr Leben als Zofe fristen zu müssen, wirft Elisabeths Tuch in den See und zwingt die Prinzessin zum Rollentausch.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,7,Der letzte Blutstropfen verschwindet im See und färbt ihn rot.,neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,8,"Auf dem Schloss von Prinz Leopold und seinem Vater Gustav hütet sie als Gänsemagd gemeinsam mit Gänsehirt Kürdchen, Prinz Leopolds Freund, die Gänse.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,9,Prinz Leopold schenkt indes der falschen Prinzessin die Harfe seiner verstorbenen Mutter.,neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,10,"Als Prinzessin nutzt Magdalena einen Vorwand, um Elisabeths Pferd Falada, das diese einst von ihrem Vater bekommen hatte, zum Schinder zu bringen.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,11,"Vergeblich versucht Elisabeth, Falada zu retten.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,12,"Inzwischen wundern sich Leopold und Gänsehirt Kürdchen, dass die angebliche Magd dem Wind befehlen und mit dem Kopf des toten Falada reden kann.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,13,"Leopolds Bedenken, dass die falsche Prinzessin nicht die Richtige für ihn sein könnte, werden von seinem Vater zerstreut.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,14,"Als Magdalena eines Nachts Elisabeth beim Spielen der Harfe erwischt, stößt sie die Harfe um und bezichtigt Elisabeth ihrer Tat.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,15,Elisabeth flieht und vertraut sich Kürdchen an.,neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,16,Mit Kürdchens Hilfe erfahren Leopold und sein Vater von dem Rollentausch.,approval
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,17,"Auf der Hochzeit fragt Leopold die falsche Prinzessin Magdalena nach ihrer Reaktion, wenn man sie derart betrügen und ihr das Liebste nehmen würde.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,18,"Ohne zu erkennen, dass sie selbst gemeint ist und damit ihr eigenes Urteil fällt, spricht sie sich für die harte Bestrafung aus, denjenigen in einem mit Nägeln beschlagenen Fass zu Tode schleifen zu lassen.",neutral
Grimm,Wikipedia,2009,Grimm,Die Gänsemagd,19,"Elisabeth möchte ihr ein solches Ende jedoch ersparen und verfügt stattdessen, nun als Leopolds Braut, dass Magdalena in einem Fass den Fluss entlang treiben soll, um dort, wo sie zufällig ankommt, ein besseres Leben zu beginnen.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,1,"Hans im Glück

Als Hans eines Morgens erwacht, bemerkt er, dass er länger ist als sein Bett, seine Füße ragen über die Bettkante.",realization
Grimm,Wikipedia,1999,Grimm,Hans im Glück,2,Der junge Mann erinnert sich zurück an seine glückliche Kindheit.,joy
Grimm,Wikipedia,1999,Grimm,Hans im Glück,3,"Hans weiß, dass es nun Zeit ist, sein Zuhause zu verlassen.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,4,"Fast fünf Tage ist der junge Mann mit seiner Mutter Margarethe unterwegs, bis beide die Annamühle erblicken, wo Hans als Müllerbursche in die Lehre gehen soll.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,5,"Die Mutter verabschiedet ihren Sohn mit ihrem Motto: „Nutz den Augenblick, dann hast du immer Glück.“ Nun ist Hans auf sich gestellt.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,6,"Der Müller, ein freundlicher Mann, begrüßt Hans und stellt ihm seine Tochter Anna vor.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,7,"Sieben Jahre sind vergangen, als Hans beim Frühstück mit seinem Raben Jakob aufsteht, ans Fenster tritt und von seinem kleinen Heimatdorf träumt.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,8,"Ein starker Schluckauf zeigt ihm an, dass es Zeit ist, nach Hause zu gehen.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,9,Er teilt seinem Meister seinen Entschluss mit.,neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,10,"Der Müller meint, dass Hans immer sehr fleißig gewesen sei und er und seine Tochter ihn ins Herz geschlossen hätten.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,11,"Besonders Anna ist traurig, dass Hans gehen will.",sadness
Grimm,Wikipedia,1999,Grimm,Hans im Glück,12,Als Lohn für die Arbeit der vergangenen Jahre erhält Hans vom Müllermeister einen riesigen Goldklumpen.,neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,13,"Der Müller meint noch, dass Hans ihn sich redlich verdient habe, damit könne er sich eine Mühle kaufen oder seine Nachfolge antreten, wenn er sich einmal zur Ruhe setzen würde.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,14,"Anna schenkt ihm zum Abschied noch ihr rot-weißes Tuch und meint, er könne es ihr ja wiederbringen – irgendwann.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,15,Gerade hat ein Kaufmann bei einem gerissenen Pferdehändler ein Pferd erstanden.,neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,16,Bei dem Verhandlungsgespräch versuchten sie sich gegenseitig übers Ohr zu hauen.,neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,17,"„Sausewind“ heiße das Pferd, man gleite auf ihm wie auf einer Wolke dahin, meinte der verschlagene Händler.",neutral
Grimm,Wikipedia,1999,Grimm,Hans im Glück,18,"Hans müht sich derweil mit seinem schweren Goldklumpen ab, unter dessen Last er fast zusammenbricht.",neutral
