Author,Type,Year,OriginalAuthor,Title,SentenceNr,Sentence,Emotion
Andersen,Original,1844,Andersen,Die Schneekönigin,255,"Gold im Munde,
Gold im Grunde, Gold in der Morgenstunde!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,256,"Sieh, das
ist meine kleine Geschichte!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,257,sagte die Butterblume.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,258,"""Meine arme, alte Großmutter!""",sadness
Andersen,Original,1844,Andersen,Die Schneekönigin,259,seufzte Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,260,"""Ja, sie
sehnt sich gewiß nach mir und grämt sich um mich,
ebenso wie sie es um den kleinen Kay tat.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,261,"Aber ich
komme bald wieder nach Hause, und dann bringe ich
Kay mit.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,262,"Es nützt nichts, daß ich die Blumen frage, die
wissen nur ihr eigenes Lied; sie geben mir keinen
Bescheid!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,263,"Und dann band sie ihr kleines Kleid auf,
damit sie rascher laufen könne; aber die Pfingstlilie
schlug ihr über das Bein, als sie darüber hinsprang.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,264,"Da
blieb sie stehen, betrachtete die lange gelbe Blume und
fragte: ""Weißt du vielleicht etwas'?""",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,265,"Und sie bog sich
ganz zur Pfingstlilie hinab; und was sagte die?",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,266,"""Ich kann mich selbst erblicken!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,267,"Ich kann mich selbst
sehen!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,268,sagte die Pfingstlilie.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,269,"""Oh, oh, wie ich rieche!",surprise
Andersen,Original,1844,Andersen,Die Schneekönigin,270,"Oben
in dem kleinen Erkerzimmer steht, halb
angekleidet, eine kleine Tänzerin; sie steht bald auf
einem Bein, bald auf beiden.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,271,"Sie tritt die ganze Welt
mit Füßen; sie ist nichts als Augentäuschung.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,272,"Sie gießt
Wasser aus dem Teetopf auf ein Stück Zeug aus,
welches sie hält; es ist der Schnürleib; Reinlichkeit ist
eine schöne Sache!",admiration
Andersen,Original,1844,Andersen,Die Schneekönigin,273,"Das weiße Kleid hängt am Haken;
das ist auch im Teetopf gewaschen und auf dem Dach
getrocknet; sie zieht es an und schlägt das safrangelbe
Tuch um den Hals; nun scheint das Kleid noch weißer.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,274,Das Bein ausgestreckt!,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,275,"Sieh, wie sie auf einem Stiele
prangt!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,276,Ich kann mich selbst erblicken!,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,277,"Ich kann mich
selbst sehen!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,278,"- ""Darum kümmere ich mich gar nicht!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,279,sagte Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,280,"""Das brauchst du mir nicht zu erzählen"";
und dann lief sie nach dem Ende des Gartens.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,281,"Die Tür war verschlossen, aber sie drückte auf die
verrostete Klinke, so daß diese abging; die Tür sprang
auf, und die kleine Gerda lief barfüßig in die weite
Welt hinaus.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,282,"Sie blickte dreimal zurück, aber niemand

war da, der sie verfolgte, zuletzt konnte sie nicht mehr
laufen und setzte sich auf einen großen Stein; und als
sie sich umsah, war es mit dem Sommer vorbei.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,283,"Es
war Spätherbst; das konnte man in dem schönen
Garten gar nicht bemerken, wo immer Sonnenschein
und Blumen aller Jahreszeiten waren.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,284,"""Gott, wie habe ich mich verspätet!""",realization
Andersen,Original,1844,Andersen,Die Schneekönigin,285,"sagte die kleine
Gerda.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,286,"""Es ist ja Herbst geworden!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,287,"Da darf ich nicht
ruhen!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,288,"Und sie erhob sich, um zu gehen.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,289,"Oh, wie waren ihre kleinen Füße wund und müde!",embarrassment
Andersen,Original,1844,Andersen,Die Schneekönigin,290,"Ringsumher sah es kalt und rauh aus; die langen
Weidenblätter waren ganz gelb, und der Trau tröpfelte
als Wasser herab.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,291,"Ein Blatt fiel nach dem andern ab;
nur der Schlehdorn trug noch Früchte, die waren aber
herbe und zogen ihr den Mund zusammen.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,292,"Oh, wie
war es grau und schwer in der weiten Welt!",surprise
Andersen,Original,1844,Andersen,Die Schneekönigin,293,"Vierte Geschichte
Prinz und Prinzessin
Gerda mußte wieder ausruhen; da hüpfte dort auf dem
Schnee, der Stelle, wo sie saß, gerade gegenüber, eine
große Krähe; die hatte lange ruhig gesessen, sie
betrachtet und mit dem Kopf gewackelt.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,294,"Nun sagte sie:
""Kra!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,295,Kra ?,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,296,Gu' Tag!,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,297,"Gu' Tag.""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,298,"Besser konnte sie es
nicht herausbringen, aber sie meinte es gut mit dem
kleinen Mädchen und frage, wohin sie so allein in die
weite Welt hinausginge.",embarrassment
Andersen,Original,1844,Andersen,Die Schneekönigin,299,"Das Wort allein verstand
Gerda sehr wohl und fühlte recht, wieviel darin liegt;
und sie erzählte der Krähe ihr ganzes Leben und
Schicksal und fragte, ob sie Kay nicht gesehen habe.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,300,"Und die Krähe nickte ganz bedächtig und sagte: ""Das
könnte sein!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,301,"Das könnte sein!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,302,"- ""Wie?",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,303,"Glaubst du?""",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,304,"rief das kleine Mädchen und hätte fast die Krähe tot
gedrückt: so küßte sie diese.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,305,"""Vernünftig, vernünftig!""",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,306,sagte die Krähe.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,307,"""Ich glaube, ich weiß; ich glaube, es
kann sein; der kleine Kay ?",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,308,"aber nun hat er dich sicher
über der Prinzessin vergessen!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,309,"- ""Wohnt er bei einer
Prinzessin?""",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,310,frage Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,311,"""Ja, höre!""",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,312,sagte die Krähe.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,313,"""Aber es fällt mir so schwer, deine Sprache zu reden.",disappointment
Andersen,Original,1844,Andersen,Die Schneekönigin,314,"Verstehst du die Krähensprache, dann will ich besser
erzählen.""",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,315,"- ""Nein, die habe ich nicht gelernt,"" sagte
Gerda; ""aber die Großmutter verstand sie, und auch
sprechen konnte sie diese Sprache.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,316,"Hätte ich sie nur
gelernt!""",realization
Andersen,Original,1844,Andersen,Die Schneekönigin,317,"- ""Tut gar nichts!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,318,sagte die Krähe.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,319,"""Ich
werde erzählen, so gut ich kann; aber schlecht wird es
gehen""; und dann erzählte sie, was sie wußte.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,320,"""In diesem Königreich, in welchem wir jetzt sitzen,
wohnt eine Prinzessin, die ist ganz unbändig klug; aber
sie hat auch alle Zeitungen, die es in der Welt gibt,
gelesen und wieder vergessen, so klug ist sie.",admiration
Andersen,Original,1844,Andersen,Die Schneekönigin,321,"Neulich

saß sie auf dem Thron, und das ist doch nicht so
angenehm, sagt man; da fängt sie an, ein Lied zu
singen, und das war gerade dieses: 'Weshalb sollt' ich
wohl heiraten!'",excitement
Andersen,Original,1844,Andersen,Die Schneekönigin,322,"'Höre, da ist etwas daran', sagte sie,
und so wollte sie sich verheiraten; aber sie wollte
einen Mann haben, der zu antworten verstehe, wenn
man mit ihm spräche; einen, der nicht bloß dastände
und vornehm aussähe, denn das sei zu langweilig.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,323,"Nun
ließ sie alle Hofdamen zusammentrommeln, und als
diese hörten, was sie wollte, wurden sie sehr vergnügt.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,324,'Das mag ich leiden!',neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,325,"sagten sie; 'daran dachte ich
neulich auch!'",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,326,?,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,327,"Du kannst glauben, daß jedes Wort,
was ich sage, wahr ist!""",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,328,sagte die Krähe.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,329,"""Ich habe
eine zahme Geliebte, die geht frei im Schlosse umher,
und die hat mir alles erzählt!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,330,"Die Geliebte war
natürlicherweise auch eine Krähe.",love
Andersen,Original,1844,Andersen,Die Schneekönigin,331,"Denn eine Krähe
sucht die andere, und es bleibt immer eine Krähe.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,332,"""Die Zeitungen kamen sogleich mit einem Rand von
Herzen und der Prinzessin Namenszug heraus; man
konnte darin lesen, daß es einem jeden jungen Manne,
der gut aussehe, freistehe, auf das Schloß zu kommen
und mit der Prinzessin zu sprechen, und derjenige,
welcher am besten und so spräche, daß man hören
könne, er sei in dem, was er spräche, zu Hause, den
wolle die Prinzessin zum Manne nehmen.""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,333,?,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,334,"""Ja, Ja,""
sprach die Krähe, ""du kannst es mir glauben, es ist so
gewiß wahr, wie ich hier sitze.",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,335,"Junge Männer strömten
herzu; es war ein Gedränge und ein Gelaufe; aber es
glückte keinem, weder am ersten nach am zweiten
Tag.",disappointment
Andersen,Original,1844,Andersen,Die Schneekönigin,336,"Sie konnten alle gut sprechen, wenn sie draußen
auf der Straße waren, aber wenn sie in das Schloßtor
traten und dort die Gardisten in Silber sahen und auf
den Treppen die Lakaien in Gold und die großen
erleuchteten Säle, dann wurden sie verwirrt.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,337,"Und
standen sie gar vor dem Throne, wo die Prinzessin saß,
dann wußten sie nichts zu sagen als das letzte Wort,
das die gesprochen hatte; und das noch einmal zu
hören, dazu hatte sie keine Lust.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,338,"Es war gerade, als ob
sie drinnen Schnupftabak auf den Magen bekommen
hätten und in den Schlaf gefallen wären, bis sie wieder
auf die Straße kamen, denn dann konnten sie sprechen.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,339,"Da stand eine Reihe vom Stadttor bis zum Schlosse
hin.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,340,"Ich war selbst drinnen, um es zu sehen!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,341,"sage die
Krähe.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,342,"""Sie wurden hungrig und durstig, aber auf dem
Schloß erhielten sie nicht einmal ein Glas laues
Wasser.",sadness
Andersen,Original,1844,Andersen,Die Schneekönigin,343,"Zwar hatten einige der Klügsten, Butterbrot
mitgebracht, aber sie teilten nicht mir ihrem Nachbarn;
sie dachten so: laß ihn nur hungrig aussehen, dann
nimmt ihn die Prinzessin nicht!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,344,"""Aber Kay, der kleine Kay!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,345,fragte Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,346,"""Wann kam
der?",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,347,"War er unter der Menge?""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,348,"- ""Warte!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,349,warte!,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,350,"jetzt
sind wir gerade bei ihm!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,351,"Es war am dritten Tag, da
kam eine kleine Person, ohne Pferd oder Wagen, ganz
fröhlich gerade auf das Schloß zumarschiert; seine
Augen glänzten wie deine; er hatte schöne lange
Haare, aber sonst ärmliche Kleider.""",admiration
Andersen,Original,1844,Andersen,Die Schneekönigin,352,"- ""Das war Kay!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,353,jubelte Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,354,"""Oh, dann habe ich ihn gefunden!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,355,"und
sie klatschte in die Hände.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,356,"""Er hatte ein kleines Ränzel auf dem Rücken!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,357,"sagte
die Krähe.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,358,"""Nein, das war sicher sein Schlitten!""",disapproval
Andersen,Original,1844,Andersen,Die Schneekönigin,359,"sagte
Gerda; ""denn mit dem Schlitten ging er fort!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,360,"- ""Das
kann wohl sein,"" sagte die Krähe, ""ich sah nicht so
genau danach!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,361,"Aber das weiß ich von meiner zahmen
Geliebten; als er in das Schloßtor kam und die
Leibgardisten in Silber sah und auf den Treppen die
Lakaien in Gold, daß er nicht im mindesten verlegen
wurde; er nickte und sagte zu ihnen:
'es muß
langweilig sein, auf der Treppe zu stehen; ich gehe
lieber hinein!'.",love
Andersen,Original,1844,Andersen,Die Schneekönigin,362,"Da glänzten die Säle von Lichtern;
Geheimräte und Exzellenzen gingen mit bloßen Füßen
und trugen Goldgefäße; man konnte wohl andächtig
werden!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,363,"Seine Stiefel knarrten gar gewaltig laut, aber
ihm wurde doch nicht bange.""",fear
Andersen,Original,1844,Andersen,Die Schneekönigin,364,"""Das ist ganz gewiß Kay!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,365,sagte Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,366,"""Ich weiß, er
hatte neue Stiefel an, ich habe sie in der Großmutter
Stube knarren hören!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,367,"""Ja, freilich knarrten sie!""",annoyance
Andersen,Original,1844,Andersen,Die Schneekönigin,368,sagte die Krähe.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,369,"""Und
frischen Muts ging er gerade zur Prinzessin hinein, die
auf einer großen Perle saß, welche so groß wie ein
Spinnrad war; und alle Hofdamen mit ihren Jungfern
und den Jungfern der Jungfern und alle Kavaliere mit
ihren Dienern und den Dienern der Diener, die wieder
ringsherum
einen Burschen
aufgestellt; und je näher sie der Türe standen, desto
stolzer sahen sie aus.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,370,"Des Dieners Diener Burschen,
in Pantoffeln geht, darf man kaum
der
anzusehen wagen; so stolz steht er an der Tür!""",pride
Andersen,Original,1844,Andersen,Die Schneekönigin,371,"""Das muß greulich sein!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,372,sagte die kleine Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,373,"""Und
Kay hat doch die Prinzessin erhalten?""",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,374,"""Wäre ich nicht eine Krähe gewesen, so hätte ich sie
genommen, und das ungeachtet ich verlobt bin.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,375,"Er soll
ebenso gut gesprochen haben, wie ich spreche, wenn
ich die Krähensprache rede; das habe ich von meiner
zahmen Geliebten gehört.",admiration
Andersen,Original,1844,Andersen,Die Schneekönigin,376,"Er war fröhlich und
niedlich, Er war nicht gekommen zum Freien, sondern
nur, um der Prinzessin Klugheit zu hören; und die fand
er gut, und sie fand ihn wieder gut.""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,377,"""Ja, sicher!",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,378,"das war Kay!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,379,sagte Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,380,"""Er war so

standen

hielten,

immer

klug; er konnte die Kopfrechnung mit Brüchen!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,381,"Oh,
willst du mich nicht auf dem Schloß einführen?""",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,382,"""Ja, das ist leicht gesagt!""",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,383,antwortete die Krähe.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,384,"""Aber
wie machen wir das?",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,385,"Ich werde es mit meiner zahmen
Geliebten besprechen; sie kann uns wohl Rat erteilen;
denn das muß ich dir sagen: so ein kleines Mädchen,
wie du bist, bekommt nie die Erlaubnis, ganz hinein zu
kommen!""",love
Andersen,Original,1844,Andersen,Die Schneekönigin,386,"""Ja, die erhalten ich!""",excitement
Andersen,Original,1844,Andersen,Die Schneekönigin,387,sagte Gerda.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,388,"""Wenn Kay hört,
daß ich da bin, kommt er gleich heraus und holt mich!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,389,"- ""Erwarte mich dort am Gitter!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,390,"sagte die Krähe,
wackelte mit dem Kopfe und flog davon.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,391,"Erst als es spät am Abend war, kehrte die Krähe
wieder zurück.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,392,"""Rar!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,393,"Rar!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,394,sagte sie.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,395,"""Ich soll dich
vielmal von ihr grüßen, und hier ist ein kleines Brot
für dich, daß nahm sie aus der Küche; dort ist Brot
genug, und du bist sicher hungrig.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,396,"Es ist nicht
möglich, daß du in das Schloß hineinkommen kannst:
du bist ja barfuß.",disapproval
Andersen,Original,1844,Andersen,Die Schneekönigin,397,"Die Gardisten in Silber und Lakaien
in Gold würden es nicht erlauben.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,398,Aber weine nicht!,disapproval
Andersen,Original,1844,Andersen,Die Schneekönigin,399,Du sollst schon hinaufkommen.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,400,"Meine Geliebte kennt
eine kleine Hintertreppe, die zum Schlafgemach führt,
und sie weiß, wo sie den Schlüssel erhalten kann.""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,401,"Und die gingen in den Garten hinein, in die große
Allee, wo ein Blatt nach dem anderen abfiel; und als
auf dem Schloß die Lichter ausgelöscht wurden, das
eine nach dem andern, führte die Krähe die kleine
Gerda zu einer Hintertür, die nur angelehnt war.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,402,"Oh, wie Gerdas Herz vor Angst und Sehnsucht pochte!",fear
Andersen,Original,1844,Andersen,Die Schneekönigin,403,"Es war gerade, als ob sie etwas Böses tun wollte; und
sie wollte ja doch nur wissen, ob es der kleine Kay sei.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,404,"Ja, er mußte es sein; sie gedachte so lebendig seiner
klugen Augen, seines langen Haares; sie konnte
ordentlich sehen, wie er lächelte, wie damals, als sie
daheim unter den Rosen saßen.",admiration
Andersen,Original,1844,Andersen,Die Schneekönigin,405,"Er würde sicher froh
werden, sie zu erblicken; zu hören, welchen langen
Weg sie um seinetwillen zurückgelegt; zu wissen, wie
betrübt sie alle daheim gewesen, als er nicht
wiedergekommen.",joy
Andersen,Original,1844,Andersen,Die Schneekönigin,406,"Oh, das war eine Furcht und eine
Freude!",surprise
Andersen,Original,1844,Andersen,Die Schneekönigin,407,"Nun waren sie auf der Treppe; da brannte eine kleine
Lampe auf einem Schrank; mitten auf dem Fußboden
stand die zahme Krähe; ""Ihre Vita, wie man es nennt,
ist auch sehr rührend.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,408,"Wollen Sie die Lampe nehmen,
dann werde ich vorausgehen.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,409,"Wir gehen hier den
geraden Weg, denn da begegnen wir niemandem.""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,410,"""Es ist mir, als ginge jemand hinter uns,"" sagte Gerda:
und es sauste an ihr vorbei.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,411,"Es war wie Schatten an der
Wand: Pferde mit fliegenden Mähnen und dünnen

Beinen, Jägerburschen, Herren und Damen zu Pferde.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,412,"""Das sind nur Träume,"" sagte die Krähe; ""die kommen
und holen der hohen Herrschaft Gedanken zur Jagd.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,413,"Das ist recht gut, dann können Sie sie besser im Bette
betrachten.",approval
Andersen,Original,1844,Andersen,Die Schneekönigin,414,"Aber ich hoffe, wenn Sie zu Ehren und
Würden gelangen, werden Sie ein dankbares Herz
zeigen.""",optimism
Andersen,Original,1844,Andersen,Die Schneekönigin,415,"""Das versteht sich von selbst!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,416,"sagte die Krähe vom
Walde.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,417,"""Nun kamen sie in den ersten Saal; der war
von rosenrotem Atlas mit künstlichen Blumen an den
Wänden hinauf; hier sausten an ihnen schon die
Träume vorbei; aber sie fuhren so schnell, daß Gerda
die hohen Herrschaften nicht zu sehen bekam.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,418,"Ein Saal
war immer prächtiger als der andere; ja man konnte
verdutzt werden.""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,419,Nun waren sie im Schlafgemach.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,420,"Hier glich die Decke einer großen Palme mit Blättern
von Glas, von kostbarem Glase; und mitten auf dem
Fußboden hingen an einem dicken Stengel von Gold
zwei Betten, von denen jedes wie eine Lilie aussah; die
eine war weiß, in der lag die Prinzessin; die andere
war rot, und in dieser sollte Gerda den kleinen Kay
suchen.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,421,"Sie bog eines der roten Blätter zur Seite, und
da sah sie einen braunen Nacken.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,422,"Oh, das war Kay!",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,423,"Sie rief ganz lauf seinen Namen,
hielt die Lampe nach ihm hin ?",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,424,"die Träume sausten zu
Pferde wieder in die Stube herein ?",sadness
Andersen,Original,1844,Andersen,Die Schneekönigin,425,"er erwachte, drehte
den Kopf und und ?",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,426,es war nicht der kleine Kay.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,427,"Der Prinz glich ihm nur im Nacken; aber jung und
Hübsch war er.",admiration
Andersen,Original,1844,Andersen,Die Schneekönigin,428,"Und aus dem weißen Lilienblatt
blinzelte die Prinzessin hervor und frage, wer da sei.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,429,"Da weinte die kleine Gerda und erzählte ihre ganze
Geschichte und alles, was die Krähen für sie getan
hätten.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,430,"""Du armes Kind!""",sadness
Andersen,Original,1844,Andersen,Die Schneekönigin,431,"sprach der Prinz und die Prinzessin;
und sie belobten die Krähen und sagten, daß sie gar
nicht böse auf sie seien; aber sie sollten es doch nicht
öfters tun.",admiration
Andersen,Original,1844,Andersen,Die Schneekönigin,432,"Übrigens sollten sie eine Belohnung
erhalten.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,433,"""Wollt ihr frei fliegen?""",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,434,fragte die Prinzessin.,neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,435,"""Oder
wollt ihr feste Anstellung als Hofkrähen haben, mit
allem, was in der Küche abfällt?""",curiosity
Andersen,Original,1844,Andersen,Die Schneekönigin,436,"Und beide Krähen
verneigten sich und baten um feste Anstellung, denn
sie gedachten des Alters und sagten: ""Es wäre gar
schön, etwas für die alten Tage zu haben,"" wie sie es
nannten.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,437,"Und der Prinz stand aus seinem Bette auf und ließ
Gerda darin schlafen, doch mehr konnte er nicht tun.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,438,"Sie faltete ihre kleinen Hände und dachte: ""Wie gut
sind die Menschen und die Tiere!""",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,439,"Und dann schloß

sie ihre Augen und schlief so sanft.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,440,"Alle Träume
kamen wieder hereingeflogen, und da sahen sie wie
Gottes Engel aus, und sie zogen einen kleinen
Schlitten, auf welchem Kay saß und nickte; aber das
Ganze war nur Traum, und deshalb war es auch wieder
fort, sobald sie erwachte.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,441,"Am folgenden Tag wurde sie von Kopf bis Fuß in
Seide und Samt gekleidet; es wurde ihr angeboten, auf
dem Schloß zu bleiben und gute Tage zu genießen;
aber sie bat nur um einen kleinen Wagen mit einem
Pferd davor und um ein Paar kleine Stiefel; dann wolle
sie wieder in die weite Welt hinausfahren und Kay
suchen.",neutral
Andersen,Original,1844,Andersen,Die Schneekönigin,442,"Und sie erhielt sowohl Stiefel als auch einen Muff; sie
wurde niedlich gekleidet, und als sie fort wollte, hielt
vor der Tür eine neue Kutsche aus reinem Gold; des
Prinzen und der Prinzessin Wappen glänzte an
derselben wie ein Stern; Kutscher, Diener und
Vorreiter, denn es waren auch Vorreiter da, saßen mit
Goldkronen auf dem Kopf zu Pferde.",neutral
