Emotion,Token,Frequency
neutral,geschäft,4
neutral,nassen,2
neutral,goldschmied,7
neutral,bekäme,2
neutral,schlechtes,1
neutral,schrecklich,1
neutral,herumplagen,1
neutral,schnellste,1
neutral,brüllend,1
neutral,umtanzen,1
neutral,goldschatz,1
neutral,kirchenglocken,1
neutral,läuten,1
neutral,nachschauen,1
neutral,wahlspruch,1
neutral,tarantel,1
neutral,hochzeitsgesellschaft,2
neutral,erschrocken,10
neutral,auseinanderstiebt,1
neutral,tohuwabohu,1
neutral,gendarm,6
neutral,gänsedieb,1
neutral,abgeworfen,2
neutral,feldweg,1
neutral,direkt,2
neutral,knechtes,2
neutral,bäuerin,2
neutral,30,2
neutral,dukaten,3
neutral,vorwärts,2
neutral,melken,3
neutral,schweiß,2
neutral,abwischen,2
neutral,überwiegend,1
neutral,aggressiv,1
neutral,davonzurennen,1
neutral,weiher,2
neutral,metzger,6
neutral,ratschläge,1
neutral,herauskomme,1
neutral,tauschgeschäften,2
neutral,rosigen,1
neutral,schmackhaft,1
neutral,glücksschwein,2
neutral,wandert,1
neutral,heuschober,2
neutral,ausfindig,2
neutral,fridolin,3
neutral,tauschgeschichte,1
neutral,sogenannte,1
neutral,naivität,1
neutral,richtungen,1
neutral,vorsichtig,2
neutral,bunten,1
neutral,bauernmarkt,1
neutral,kunststückchen,1
neutral,aufgeführt,1
neutral,zubrot,1
neutral,bekomme,1
neutral,krumme,3
neutral,geradeschlagen,1
neutral,papagei,2
neutral,scherenschleifers,1
neutral,dazwischen,1
neutral,betrüger.,1
neutral,blauen,4
neutral,wahrheitsgemäß,1
neutral,verweisen,1
neutral,schwerer,6
neutral,weggegebene,1
neutral,heimatbrunnen,2
neutral,sichtet,1
neutral,behälter,1
neutral,hochkurbeln,1
neutral,festklammern,1
neutral,hochhievt,1
neutral,abgelegte,1
neutral,lautem,1
neutral,plumpsen,1
neutral,verdutzt,1
neutral,einkriegen,1
neutral,gesellenprüfung,1
neutral,dastehe,1
neutral,erkenn,1
neutral,gütig,2
neutral,mutters,1
neutral,runde,2
neutral,vereinte,1
neutral,zusammensitzt,1
neutral,vorher,5
neutral,sehnsüchtig,1
neutral,dachte,70
neutral,nachzutragen,1
neutral,aneinandergerieten,1
neutral,beanspruchte,1
neutral,rollte,3
neutral,landete,4
neutral,gewässer,1
neutral,augsburg,2
neutral,amtsrichter,4
neutral,mina,8
neutral,angeheuert,1
neutral,verschwundener,1
neutral,oberhexe,1
neutral,muriel,14
neutral,explodiert,1
neutral,verhören,1
neutral,ritual,3
neutral,benötigen,1
neutral,verschiedenen,2
neutral,monaten,2
neutral,april,2
neutral,geborenes,1
neutral,einzigen,4
neutral,besen,6
neutral,abgeschüttelt,1
neutral,ben,10
neutral,sicherheit,2
neutral,hängend,2
neutral,angegriffen,1
neutral,misshandelt,1
neutral,geschehnisse,1
neutral,troll,3
neutral,handlanger,1
neutral,trolle,1
neutral,adrianna,3
neutral,zutat,1
neutral,immun,1
neutral,sorgte,1
neutral,verbreitung,1
neutral,gerüchts,1
neutral,mob,2
neutral,aufgehängt,1
neutral,attackieren,1
neutral,versammlung,2
neutral,schusswaffen,1
neutral,entführten,3
neutral,geschossen,1
neutral,hexenhaus,2
neutral,schaufel,2
neutral,enthauptet,1
neutral,anderswo,1
neutral,traf,27
neutral,sagte,222
neutral,spinnen.,1
neutral,sprach,488
neutral,kunst,4
neutral,sagst,4
neutral,bring,9
neutral,stellen.,3
neutral,ward,99
neutral,gab,103
neutral,rad,1
neutral,versponnen,2
neutral,blieb,60
neutral,ging,235
neutral,türe,45
neutral,trat,55
neutral,jungfer,8
neutral,antwortete,120
neutral,verstehe,1
neutral,nicht.,12
neutral,gibst,6
neutral,dirs,15
neutral,spinne,4
neutral,nahm,123
neutral,rädchen,1
neutral,schnurr,6
neutral,spule,7
neutral,gings,3
neutral,spulen,1
neutral,ließ,148
neutral,befahl,19
neutral,wusste,49
neutral,weinte,23
neutral,erschien,38
neutral,fing,42
neutral,schnurren,1
neutral,rade,1
neutral,glänzendem,1
neutral,freute,4
neutral,maßen,2
neutral,anblick,2
neutral,größere,1
neutral,verspinnen,1
neutral,sollst,39
neutral,gemahlin,16
neutral,werden.,12
neutral,wenns,7
neutral,reichere,1
neutral,finde,4
neutral,drittenmal,7
neutral,versprich,1
neutral,kind.,2
neutral,weiss,27
neutral,versprach,33
neutral,verlangte,21
neutral,spann,3
neutral,brachte,65
neutral,gib,11
neutral,hast.,4
neutral,erschrak,29
neutral,bot,14
neutral,lebendes,1
neutral,schätze,6
neutral,welt.,2
neutral,mitleiden,3
neutral,weisst,6
neutral,behalten.,4
neutral,besann,4
neutral,schickte,24
neutral,erkundigen,1
neutral,breit,3
neutral,gäbe,2
neutral,caspar,1
neutral,melchior,1
neutral,balzer,1
neutral,heiss,7
neutral,nachbarschaft,1
neutral,herumfragen,1
neutral,ungewöhnlichsten,1
neutral,seltsamsten,1
neutral,heisst,3
neutral,vielleicht,13
neutral,rippenbiest,1
neutral,hammelswade,1
neutral,schnürbein,1
neutral,erzählte,53
neutral,waldecke,1
neutral,has,4
neutral,brannte,7
neutral,sprang,49
neutral,lächerliches,1
neutral,hüpfte,5
neutral,schrie,13
neutral,übermorgen,1
neutral,rumpelstilzchen,3
neutral,hörte,52
neutral,hernach,14
neutral,fragte,67
neutral,heißest,2
neutral,nein.,2
neutral,etwa,3
neutral,stieß,22
neutral,hineinfuhr,1
neutral,packte,11
neutral,wut,8
neutral,linken,3
neutral,riss,21
neutral,entzwei,7
neutral,machte,88
neutral,nachteule,2
neutral,ordentlich,5
neutral,gestaltet,2
neutral,herbei,20
neutral,schlachtete,2
neutral,kochte,9
neutral,briet,1
neutral,hundert,9
neutral,stille,4
neutral,bewegen,4
neutral,keusche,1
neutral,kreiss,1
neutral,sperrte,6
neutral,tausend,14
neutral,raren,1
neutral,schlosse,7
neutral,einsmalen,1
neutral,gingen,40
neutral,zuweilen,2
neutral,klagte,6
neutral,bestürzt,2
neutral,sahen,32
neutral,wussten,8
neutral,wohin,7
neutral,mauer,4
neutral,totbang,1
neutral,vöglein,8
neutral,leide,4
neutral,täubelein,1
neutral,lei–,1
neutral,zucküt,1
neutral,zicküt,2
neutral,zicküt.,2
neutral,glühenden,3
neutral,flog,18
neutral,schu,1
neutral,hu,7
neutral,hu.,1
neutral,regen,3
neutral,strauch,1
neutral,gelb,1
neutral,mager,2
neutral,reichte,14
neutral,murmelte,6
neutral,weib,6
neutral,knie,3
neutral,bat,47
neutral,rief,124
neutral,jammerte,3
neutral,umsonst,4
neutral,uu,1
neutral,fremdes,2
neutral,hütete,5
neutral,rund,1
neutral,berührte,8
neutral,zauberei,1
neutral,träumte,4
neutral,morgens,16
neutral,erwachte,26
neutral,fände,1
neutral,neunten,1
neutral,blutrote,1
neutral,schritt,7
neutral,pforte,1
neutral,horchte,6
neutral,vernähme,1
neutral,ers,5
neutral,fütterte,1
neutral,körben,1
neutral,kehrte,36
neutral,besah,2
neutral,nachtigallen,1
neutral,zusah,3
neutral,wegnahm,2
neutral,jungfrauen,4
neutral,lebten,25
neutral,schenkte,17
neutral,käppchen,5
neutral,rotem,4
neutral,sammet,1
neutral,hieß,28
neutral,laben,3
neutral,mach,14
neutral,kommst,9
neutral,geh,31
neutral,sittsam,1
neutral,fällst,1
neutral,zerbrichst,1
neutral,stube,19
neutral,vergiss,2
neutral,guck,7
neutral,herum.,1
neutral,wohnte,9
neutral,großmutter.,1
neutral,trägst,2
neutral,schürze,2
neutral,gestern,4
neutral,schwache,2
neutral,stärken.,1
neutral,viertelstunde,3
neutral,eichbäumen,1
neutral,unten,14
neutral,nusshecken,1
neutral,zarte,4
neutral,ding,5
neutral,fetter,1
neutral,bissen,7
neutral,schmecken,2
neutral,listig,4
neutral,erschnappst.,1
neutral,weilchen,10
neutral,sieh,5
neutral,rings,5
neutral,umher,8
neutral,guckst,3
neutral,stände,4
neutral,lief,34
neutral,darnach,3
neutral,tiefer,10
neutral,geradeswegs,2
neutral,klopfte,19
neutral,auf.,11
neutral,drückte,6
neutral,verschluckte,2
neutral,legte,62
neutral,zog,71
neutral,vorhänge,2
neutral,gelaufen,14
neutral,ohren,5
neutral,entsetzlich,1
neutral,satz,3
neutral,bette,10
neutral,verschlang,4
neutral,gelüsten,2
neutral,gestillt,3
neutral,schlief,27
neutral,überlaut,1
neutral,schnarchen,3
neutral,eben,15
neutral,schnarcht,1
neutral,fehlt.,1
neutral,sünder,4
neutral,gesucht.,1
neutral,büchse,6
neutral,aufzuschneiden,1
neutral,holte,26
neutral,geschwind,15
neutral,füllten,4
neutral,aufwachte,4
neutral,fortspringen,2
neutral,niedersank,1
neutral,aß,24
neutral,erholte,2
neutral,lebtag,6
neutral,hat.,6
neutral,gebackenes,1
neutral,zugesprochen,1
neutral,ableiten,1
neutral,wegs,5
neutral,bös,3
neutral,geguckt,1
neutral,offner,1
neutral,straße,6
neutral,gefressen.,1
neutral,verschließen,3
neutral,gebackenes.,1
neutral,schwiegen,1
neutral,still,33
neutral,machten,15
neutral,schlich,14
neutral,graukopf,1
neutral,etlichemal,1
neutral,ginge,4
neutral,nachschleichen,2
neutral,wollts,1
neutral,dunkelheit,7
neutral,steintrog,1
neutral,nimm,11
neutral,würste,2
neutral,trag,3
neutral,worin,8
neutral,trog.,1
neutral,stieg,38
neutral,geruch,2
neutral,schnupperte,1
neutral,guckte,5
neutral,anfing,5
neutral,rutschen,1
neutral,rutschte,2
neutral,ertrank,1
neutral,rosenroth,1
neutral,einsam,3
neutral,hüttchen,2
neutral,standen,24
neutral,rosen,1
neutral,glichen,1
neutral,fromm,5
neutral,arbeitsam,1
neutral,unverdrossen,2
neutral,stiller,2
neutral,sanfter,3
neutral,wiesen,4
neutral,feldern,2
neutral,sommervögel,1
neutral,saß,47
neutral,daheim,10
neutral,half,26
neutral,hauswesen,1
neutral,las,3
neutral,unfall,3
neutral,walde,18
neutral,überfiel,2
neutral,legten,19
neutral,nebeneinander,2
neutral,moos,3
neutral,schliefen,15
neutral,ihrentwegen,1
neutral,morgenrot,1
neutral,aufweckte,2
neutral,glänzenden,3
neutral,kleidchen,1
neutral,sitzen,20
neutral,blickte,11
neutral,umsahen,1
neutral,abgrunde,1
neutral,geschlafen,5
neutral,gewiss,5
neutral,engel,3
neutral,bewache,1
neutral,blumenstrauß,1
neutral,vors,1
neutral,zündete,5
neutral,hing,9
neutral,kessel,4
neutral,feuerhaken,1
neutral,messing,1
neutral,glänzte,7
neutral,rein,11
neutral,gescheuert,1
neutral,flocken,1
neutral,fielen,19
neutral,schieb,2
neutral,riegel,5
neutral,setzten,19
neutral,herd,7
neutral,brille,1
neutral,buche,1
neutral,saßen,12
neutral,spannen,1
neutral,lämmchen,3
neutral,täubchen,15
neutral,wanderer,2
neutral,sucht.,1
neutral,schob,7
neutral,dicken,4
neutral,streckte,9
neutral,blöckte,1
neutral,flatterte,2
neutral,tue,2
neutral,erfroren,1
neutral,wärmen.,1
neutral,leg,2
neutral,brennt.,1
neutral,meints,1
neutral,ehrlich.,1
neutral,näherten,2
neutral,pelzwerk,1
neutral,holten,8
neutral,kehrten,9
neutral,brummte,4
neutral,behaglich,2
neutral,trieben,5
neutral,mutwillen,1
neutral,unbeholfenen,1
neutral,gast,3
neutral,zausten,1
neutral,füßchen,1
neutral,walgerten,1
neutral,nahmen,22
neutral,haselrute,1
neutral,schlugen,5
neutral,lachten,8
neutral,sichs,9
neutral,sies,6
neutral,lasst,17
neutral,schlägst,4
neutral,tot.,4
neutral,schlafenszeit,2
neutral,kannst,39
neutral,wetter,3
neutral,geschützt.,1
neutral,graute,2
neutral,ließen,25
neutral,trabte,4
neutral,erlaubte,6
neutral,kurzweil,1
neutral,gewöhnt,3
neutral,zugeriegelt,1
neutral,gesell,1
neutral,frühjahr,2
neutral,herangekommen,1
neutral,grün,3
neutral,kommen.,12
neutral,gehst,1
neutral,bäumen,8
neutral,reisig,3
neutral,fanden,38
neutral,unterscheiden,1
neutral,verwelkten,1
neutral,ellenlangen,1
neutral,schneeweißen,1
neutral,spalte,2
neutral,baums,3
neutral,eingeklemmt,1
neutral,hündchen,3
neutral,dumme,4
neutral,neugierige,1
neutral,klötzen,1
neutral,bisschen,4
neutral,speise,5
neutral,schlingt,1
neutral,grobes,2
neutral,gieriges,1
neutral,wahnsinnige,1
neutral,schafsköpfe,1
neutral,schnarrte,1
neutral,herbeirufen,2
neutral,seid,8
neutral,ungeduldig,1
neutral,schaffen,6
neutral,scherchen,2
neutral,schnitt,19
neutral,fühlte,10
neutral,griff,8
neutral,hob,23
neutral,ungehobeltes,1
neutral,stolzen,2
neutral,barte,1
neutral,lohns,1
neutral,guckuck,1
neutral,schwang,9
neutral,gericht,5
neutral,fische,6
neutral,heuschrecke,1
neutral,liefen,11
neutral,erkannten,6
neutral,solch,1
neutral,narr,5
neutral,seht,9
neutral,verwünschte,5
neutral,geangelt,1
neutral,unglücklicher,1
neutral,angelschnur,1
neutral,verflochten,1
neutral,anbiss,1
neutral,fehlten,1
neutral,schwachen,1
neutral,geschöpf,2
neutral,herauszuziehen,1
neutral,behielt,4
neutral,oberhand,1
neutral,hielt,50
neutral,halmen,1
neutral,binsen,1
neutral,bewegungen,1
neutral,fisches,1
neutral,beständiger,1
neutral,rechter,4
neutral,hielten,9
neutral,schnur,4
neutral,loszumachen,1
neutral,vergebens,2
neutral,verwirrt,1
neutral,abgestutzt,1
neutral,habt,20
neutral,meinigen,1
neutral,müßtet,1
neutral,schuhsohlen,1
neutral,hättet,2
neutral,perlen,6
neutral,schilfe,1
neutral,schleppte,3
neutral,verschwand,18
neutral,zwirn,2
neutral,nadeln,1
neutral,schnüre,1
neutral,einzukaufen,1
neutral,heide,4
neutral,felsenstücke,1
neutral,schweben,2
neutral,kreiste,2
neutral,senkte,2
neutral,niederstieß,1
neutral,durchdringenden,1
neutral,jämmerlichen,3
neutral,schrei,2
neutral,erholt,2
neutral,kreischenden,1
neutral,konntet,1
neutral,säuberlicher,1
neutral,undank,1
neutral,verrichteten,1
neutral,abendsonne,1
neutral,schimmerten,4
neutral,leuchteten,5
neutral,farben,2
neutral,stehenblieben,1
neutral,betrachteten,1
neutral,maulaffen,1
neutral,feil,8
neutral,aschgraues,1
neutral,zinnoberrot,1
neutral,scheltworten,2
neutral,fortfahren,1
neutral,lautes,2
neutral,brummen,4
neutral,schlupfwinkel,1
neutral,zähnen,2
neutral,gottlosen,3
neutral,fett,7
neutral,wachteln,1
neutral,freßt,1
neutral,namen.,1
neutral,kümmerte,1
neutral,boshaften,1
neutral,tatze,2
neutral,regte,8
neutral,verwünscht,4
neutral,wilder,4
neutral,wohlverdiente,1
neutral,empfangen.,1
neutral,teilten,6
neutral,getragen,10
neutral,sneewittchen,23
neutral,schneeflocken,3
neutral,schwarzem,5
neutral,ebenholz,3
neutral,nähte,8
neutral,aufblickte,1
neutral,stach,11
neutral,nadel,2
neutral,tropfen,12
neutral,starb,9
neutral,stund,1
neutral,erblickte,6
neutral,leibe,5
neutral,haßte,1
neutral,wuchsen,3
neutral,unkraut,1
neutral,höher,3
neutral,wills,5
neutral,lunge,3
neutral,wahrzeichen,6
neutral,mitbringen.,2
neutral,gehorchte,3
neutral,hirschfänger,1
neutral,sneewittchens,3
neutral,unschuldiges,2
neutral,durchbohren,1
neutral,laß,46
neutral,nimmermehr,4
neutral,schön,11
neutral,armes,4
neutral,wars,6
neutral,gewälzt,1
neutral,brauchte,7
neutral,gesprungen,3
neutral,boshafte,1
neutral,spitzen,4
neutral,dornen,3
neutral,sprangen,12
neutral,taten,11
neutral,füße,6
neutral,gedecktes,1
neutral,tischlein,1
neutral,tellern,1
neutral,tellerlein,4
neutral,löffelein,1
neutral,messerlein,2
neutral,gäblein,1
neutral,becherlein,2
neutral,wand,10
neutral,bettlein,4
neutral,aufgestellt,1
neutral,schneeweiße,2
neutral,laken,2
neutral,gemüs,2
neutral,wegnehmen,2
neutral,keins,4
neutral,paßte,2
neutral,zündeten,1
neutral,häuslein,3
neutral,fragten,1
neutral,unsern,2
neutral,stricken,1
neutral,reinlich,1
neutral,fehlen.,2
neutral,suchten,10
neutral,erz,1
neutral,sann,4
neutral,färbte,5
neutral,kleidete,2
neutral,krämerin,1
neutral,unkenntlich,3
neutral,ehrliche,2
neutral,riegelte,1
neutral,kaufte,5
neutral,hübschen,2
neutral,schnürriemen,4
neutral,aussiehst,1
neutral,schnüren.,1
neutral,schnürte,3
neutral,atem,7
neutral,verging,3
neutral,hinfiel,1
neutral,eilte,12
neutral,abendzeit,2
neutral,erschraken,5
neutral,liebes,5
neutral,bewegte,2
neutral,hoben,4
neutral,höhe,16
neutral,geschnürt,1
neutral,schnitten,2
neutral,aussinnen,2
neutral,grunde,3
neutral,hexenkünsten,1
neutral,giftigen,6
neutral,kamm,5
neutral,schaute,7
neutral,hereinlassen.,1
neutral,kaufs,1
neutral,kämmen.,1
neutral,wirkte,3
neutral,besinnung,2
neutral,niederfiel,1
neutral,herausgezogen,1
neutral,vorgegangen,1
neutral,warnten,1
neutral,eignes,1
neutral,kostet.,1
neutral,verborgene,4
neutral,einsame,1
neutral,hinkam,2
neutral,bauersfrau,1
neutral,einlassen,3
neutral,mirs,7
neutral,verboten.,1
neutral,bäurin,2
neutral,schenken.,1
neutral,annehmen.,1
neutral,fürchtest,4
neutral,siehst,10
neutral,schneide,2
neutral,iss,2
neutral,essen.,5
neutral,künstlich,1
neutral,lusterte,1
neutral,giftige,2
neutral,zwerglein,5
neutral,bahre,1
neutral,siebene,3
neutral,beweinten,2
neutral,weinten,2
neutral,durchsichtigen,1
neutral,schrieben,2
neutral,buchstaben,1
neutral,bewachte,1
neutral,verweste,1
neutral,schliefe,3
neutral,schwarzhaarig,1
neutral,geschah,20
neutral,zwergenhaus,2
neutral,übernachten,5
neutral,wollt.,1
neutral,antworteten,14
neutral,hochachten,1
neutral,liebstes.,1
neutral,empfanden,2
neutral,gaben,17
neutral,schultern,5
neutral,forttragen,2
neutral,öffnete,24
neutral,deckel,2
neutral,richtete,5
neutral,zugetragen,3
neutral,pracht,4
neutral,herrlichkeit,1
neutral,angeordnet,1
neutral,gottlose,1
neutral,kohlenfeuer,1
neutral,zangen,1
neutral,hingestellt,1
neutral,rothglühenden,1
neutral,hinterhaus,1
neutral,daraus,13
neutral,umgeben,4
neutral,wagte,6
neutral,gefürchtet,2
neutral,blaß,2
neutral,elend,4
neutral,rapunzeln,5
neutral,unserm,1
neutral,kriege,1
neutral,sterbe,1
neutral,ich.,1
neutral,eh,8
neutral,lässest,1
neutral,holst,1
neutral,mag,8
neutral,kosten,4
neutral,will.,2
neutral,abenddämmerung,2
neutral,herabgeklettert,1
neutral,gewaltig,5
neutral,schlecht,4
neutral,bekommen.,2
neutral,gnade,9
neutral,ergehen,2
neutral,entschlossen,1
neutral,bekäme.,1
neutral,zorne,2
neutral,gestatten,1
neutral,mutter.,2
neutral,kinde,3
neutral,fensterchen,1
neutral,herunter.,6
neutral,prächtige,7
neutral,fein,6
neutral,vernahm,12
neutral,zöpfe,1
neutral,wickelte,7
neutral,fensterhaken,2
neutral,zwanzig,5
neutral,ellen,1
neutral,herunter,9
neutral,ritt,31
neutral,lieblich,3
neutral,haarflechten,1
neutral,versuchen.,2
neutral,turme,1
neutral,bewegt,1
neutral,jedesmal,6
neutral,strang,1
neutral,seide,3
neutral,flechten,6
neutral,steige,2
neutral,nimmst,2
neutral,pferd.,1
neutral,verabredeten,3
neutral,merkte,15
neutral,heraufzuziehen,1
neutral,mir.,3
neutral,gottloses,1
neutral,geschieden,1
neutral,schlug,28
neutral,linke,3
neutral,ritsch,1
neutral,ratsch,1
neutral,abgeschnitten,1
neutral,verstoßen,2
neutral,abgeschnittenen,1
neutral,ansah,4
neutral,aha,1
neutral,höhnisch,4
neutral,nest,6
neutral,auskratzen,1
neutral,wanderte,18
neutral,wüstenei,1
neutral,zwillingen,1
neutral,kümmerlich,1
neutral,däuchte,4
neutral,erkannte,29
neutral,benetzten,1
neutral,geordnet,1
neutral,herzöge,2
neutral,freiherrn,1
neutral,reihen,2
neutral,schwank,2
neutral,vierte,2
neutral,fünfte,2
neutral,zinshahn,1
neutral,sechste,2
neutral,gerad,7
neutral,krumm,4
neutral,gewachsen,5
neutral,hub,5
neutral,geringes,1
neutral,laßt,1
neutral,heraufkommen,1
neutral,schmutzigen,2
neutral,verlumpten,1
neutral,kleidern,3
neutral,eid,2
neutral,einrede,1
neutral,mußte,17
neutral,bettelweib,1
neutral,iänger,1
neutral,bleibst,2
neutral,manne,1
neutral,fortziehen,2
neutral,hättst,3
neutral,du'n,3
neutral,wünschest,1
neutral,bücken,2
neutral,niedrigen,1
neutral,hineinkam,2
neutral,stell,1
neutral,kochst,1
neutral,feueranmachen,1
neutral,leidlich,1
neutral,schmale,1
neutral,kost,2
neutral,verzehrt,3
neutral,trieb,7
neutral,zehrten,1
neutral,gehts,8
neutral,zehren,1
neutral,weiden,3
neutral,harten,4
neutral,stachen,1
neutral,zarten,1
neutral,wund,2
neutral,sehe,11
neutral,spinn,1
neutral,versuchte,12
neutral,faden,2
neutral,herunterlief,1
neutral,ichs,9
neutral,töpfen,1
neutral,irdenem,1
neutral,verspotten,1
neutral,fügen,1
neutral,hungers,3
neutral,erstemal,2
neutral,kauften,3
neutral,bezahlten,1
neutral,forderte,6
neutral,töpfe,5
neutral,erworbenen,1
neutral,dauerte,10
neutral,handelte,2
neutral,trunkener,1
neutral,husar,1
neutral,dahergejagt,1
neutral,scherben,2
neutral,zersprang,2
neutral,ordentlichen,1
neutral,gefragt,2
neutral,bekommst,2
neutral,freies,1
neutral,sauerste,1
neutral,töpfchen,4
neutral,übriggebliebenen,1
neutral,zuteil,1
neutral,nährten,1
neutral,ältesten,12
neutral,königssohnes,1
neutral,saaltüre,2
neutral,köstlichen,2
neutral,ein-,3
neutral,ausgetragen,1
neutral,aufstieg,1
neutral,warfen,3
neutral,manchmal,13
neutral,brocken,3
neutral,heimtragen,1
neutral,ergriff,4
neutral,weigerte,6
neutral,gefreit,1
neutral,spott,3
neutral,sträuben,1
neutral,zerriß,1
neutral,hingen,5
neutral,umhersprangen,1
neutral,entfliehen,4
neutral,verriegelte,1
neutral,aufschloß,1
neutral,herausbringen,1
neutral,zugegangen,6
neutral,ausrufen,1
neutral,wers,3
neutral,tanzten,10
neutral,meldete,6
neutral,herausbrächte,1
neutral,erbot,3
neutral,wagnis,1
neutral,schlafsaal,1
neutral,aufgeschlagen,1
neutral,hingingen,1
neutral,hinausgingen,1
neutral,fiels,3
neutral,blei,1
neutral,zwölfe,3
neutral,sohlen,1
neutral,haupt,3
neutral,barmherzigkeit,3
neutral,abgeschlagen,2
neutral,meldeten,1
neutral,wagestück,1
neutral,mußten,5
neutral,befand,3
neutral,'das,2
neutral,'du,3
neutral,wärst,1
neutral,'wenn,1
neutral,umhängst,1
neutral,zwölfen,2
neutral,vorzimmer,1
neutral,schwamm,3
neutral,hineinlaufen,1
neutral,öffneten,5
neutral,schränke,1
neutral,kisten,2
neutral,kasten,3
neutral,putzten,2
neutral,freuten,3
neutral,schlaftrunk,4
neutral,lümmel,1
neutral,aufgewacht,2
neutral,rührte,3
neutral,glaubten,6
neutral,äiteste,1
neutral,sank,16
neutral,stiegen,7
neutral,öffnung,3
neutral,de,1
neutral,r,2
neutral,zauderte,2
neutral,'was,1
neutral,'sei,1
neutral,einfältig,2
neutral,vollends,1
neutral,wunderprächtigen,1
neutral,baumgang,2
neutral,glänzten,5
neutral,fuhr,15
neutral,gewaltiger,5
neutral,krach,1
neutral,baume,2
neutral,'es,1
neutral,knall,2
neutral,freudenschüsse,2
neutral,klarer,1
neutral,demant,1
neutral,krachte,2
neutral,zusammenfuhr,1
neutral,schifflein,2
neutral,'ich,3
neutral,kräften,3
neutral,fortbringen,1
neutral,'wovon,1
neutral,'als,1
neutral,warmen,3
neutral,heiß,3
neutral,zumut,1
neutral,ruderten,1
neutral,hinüber,8
neutral,traten,3
neutral,leer,12
neutral,durchgetanzt,1
neutral,fuhren,10
neutral,vornen,2
neutral,versprachen,5
neutral,voraus,6
neutral,heraufgetrippelt,1
neutral,schnarchte,5
neutral,'vor,1
neutral,brachten,9
neutral,stellten,4
neutral,drittemal,2
neutral,horchten,1
neutral,'mit,1
neutral,unterirdischen,3
neutral,berichtete,3
neutral,leugnen,1
neutral,eingestehen,1
neutral,e,1
neutral,jung,3
neutral,gebt,8
neutral,selbigen,1
neutral,nächte,2
neutral,eilends,2
neutral,taufwasser,1
neutral,schöpfen,3
neutral,getraute,6
neutral,durften,1
neutral,verschweigen,1
neutral,sagten,24
neutral,himmels,2
neutral,verhängnis,2
neutral,unschuldige,1
neutral,anlaß,1
neutral,glaubte,17
neutral,aufmachte,6
neutral,irgendwo,4
neutral,aufzuspüren,1
neutral,andenken,1
neutral,laib,2
neutral,krüglein,1
neutral,müdigkeit,7
neutral,morgenstern,1
neutral,hinkelbeinchen,1
neutral,beinchen,4
neutral,glasberg,4
neutral,aufschließen,1
neutral,brüder.,1
neutral,tüchlein,4
neutral,verschlossen,6
neutral,erretten,1
neutral,fingerchen,1
neutral,suchst,3
neutral,herren,3
neutral,ein.,2
neutral,bröckchen,1
neutral,schlückchen,1
neutral,geschwirr,1
neutral,geweh,1
neutral,geflogen.,1
neutral,gewesen.,2
neutral,bechers,1
neutral,vermählen,3
neutral,versprechen.,1
neutral,trösten,1
neutral,haben.,12
neutral,umhergeschickt,1
neutral,käme,11
neutral,gehabt,8
neutral,räten,1
neutral,ebenbild,1
neutral,gleicht.,1
neutral,heirate,1
neutral,sünde,1
neutral,entspringen,1
neutral,gezogen.,2
neutral,hoffte,3
neutral,abzubringen,1
neutral,erfülle,3
neutral,verlange,3
neutral,euerm,2
neutral,geben.,6
neutral,anzuschaffen,1
neutral,ab.,4
neutral,geschicktesten,1
neutral,mussten,18
neutral,abziehen,1
neutral,breitete,2
neutral,sein.,15
neutral,umzuwenden,1
neutral,fasste,13
neutral,kostbarkeiten,1
neutral,dreierlei,1
neutral,haspelchen,1
neutral,sternen,1
neutral,nussschale,1
neutral,schwarz,6
neutral,hohlen,3
neutral,jagte,15
neutral,schnupperten,1
neutral,bellten,1
neutral,folgten,11
neutral,wunderliches,1
neutral,schläft.,3
neutral,ihrs,3
neutral,bindets,1
neutral,nehmts,1
neutral,mit.,3
neutral,anfassten,1
neutral,erbarmt,1
neutral,nehmt,4
neutral,zusammenkehren.,1
neutral,ställchen,9
neutral,tageslicht,1
neutral,schlafen.,3
neutral,schürte,3
neutral,rupfte,3
neutral,federvieh,1
neutral,belas,1
neutral,armselig,1
neutral,außen,2
neutral,halben,6
neutral,zusammentragen.,1
neutral,öllämpchen,2
neutral,pelzrock,1
neutral,wusch,6
neutral,volle,2
neutral,nuss,4
neutral,kannte,8
neutral,meinten,7
neutral,ausgefragt,1
neutral,ausgezogen,3
neutral,umgetan,1
neutral,zusammenkehren,1
neutral,koche,2
neutral,zugucken,1
neutral,hineinfallen,2
neutral,kriegst,5
neutral,brotsuppe,4
neutral,angerichtet,3
neutral,schmeckte,4
neutral,bessere,2
neutral,schläge.,1
neutral,gekocht.,1
neutral,sonst.,2
neutral,rauhtierchen.,1
neutral,wozu,4
neutral,stiefeln,2
neutral,nichts.,8
neutral,fortschicken,2
neutral,vorigesmal,1
neutral,isst.,11
neutral,hinging,1
neutral,vorigemal,4
neutral,wüßte,14
neutral,anstellte,3
neutral,vorigemale,2
neutral,tust,6
neutral,schmeckt,3
neutral,bestimmte,2
neutral,hingehen,4
neutral,währen,1
neutral,warf,36
neutral,rußig,2
neutral,tanze,3
neutral,angesteckt,2
neutral,losmachen,2
neutral,schimmerte,4
neutral,verbergen,1
neutral,lügenhaft,1
