Emotion,Token,Frequency
admiration,oben,3
admiration,mantel,1
admiration,tausend,1
admiration,schmetterlingsflügeln,1
admiration,zusammengenäht,1
admiration,dessenungeachtet,1
admiration,nacht,4
admiration,geträumt,1
admiration,gestorben,1
admiration,bürstete,1
admiration,schuhe,4
admiration,rock,1
admiration,wusch,1
admiration,gesicht,4
admiration,hände,4
admiration,kämmte,1
admiration,hübsches,2
admiration,blondes,1
admiration,hinein,2
admiration,schlosse,4
admiration,wahrlich,3
admiration,sonderbarer,1
admiration,küßte,2
admiration,alten,4
admiration,gehen,1
admiration,entzückt,1
admiration,wunderschön,2
admiration,anzuschauen,1
admiration,fertig,1
admiration,artig,1
admiration,ueber,1
admiration,dach,2
admiration,rosenrother,1
admiration,spinnwebe,1
admiration,besetzt,1
admiration,edelsteine,1
admiration,hofleute,1
admiration,hereinkamen,1
admiration,vornehm,1
admiration,gestern,1
admiration,grüßte,1
admiration,gab,4
admiration,morgen,2
admiration,glückte,1
admiration,tode,1
admiration,königs,1
admiration,erben,1
admiration,vornehmen,2
admiration,herren,1
admiration,fräulein,1
admiration,miteinander,2
admiration,ferne,1
admiration,viele,5
admiration,gern,2
admiration,tanzen,2
admiration,rund,1
admiration,drehen,1
admiration,spinnenrädchen,1
admiration,schwenk,1
admiration,betete,1
admiration,fromm,1
admiration,ließ,3
admiration,mal,1
admiration,zusammenschlagen,2
admiration,selben,1
admiration,augenblick,2
admiration,verwandelt,1
admiration,zuvor,1
admiration,dankte,1
admiration,herrlichen,5
admiration,bezauberung,1
admiration,gehoben,2
admiration,außerdem,1
admiration,verstand,2
admiration,tragebänder,1
admiration,sticken,1
admiration,fingerfertig,1
admiration,merkwürdig,1
admiration,erblickte,2
admiration,kuchen,2
admiration,stehen,2
admiration,wunderliche,1
admiration,eigenheit,1
admiration,ertragen,1
admiration,küster,4
admiration,rasend,1
admiration,hineingegangen,1
admiration,wußte,4
admiration,hause,4
admiration,setzte,1
admiration,herrlichste,2
admiration,bezahlt,2
admiration,wirt,1
admiration,hitziger,1
admiration,pfeffer,1
admiration,tabak,1
admiration,dicht,3
admiration,kirche,1
admiration,orgel,1
admiration,darinnen,1
admiration,armer,1
admiration,verheiraten,2
admiration,grabe,1
admiration,wuchs,2
admiration,rosenstrauch,2
admiration,blühte,1
admiration,fünfte,1
admiration,jahr,1
admiration,trug,6
admiration,süß,2
admiration,kummer,1
admiration,vergaß,1
admiration,roch,1
admiration,gemacht,2
admiration,superbe,2
admiration,charmant,1
admiration,schellen,1
admiration,sobald,1
admiration,topf,1
admiration,kochte,1
admiration,klingelten,1
admiration,spielten,2
admiration,melodie,2
admiration,ach,3
admiration,augustin,2
admiration,hofdamen,1
admiration,daherspaziert,1
admiration,spielen,1
admiration,'ach,1
admiration,vorbeiging,1
admiration,baum,1
admiration,wischte,1
admiration,braune,1
admiration,warf,1
admiration,schlechten,1
admiration,trat,2
admiration,prinzentracht,1
admiration,hervor,3
admiration,verneigen,1
admiration,wirkliche,3
admiration,zwanzig,2
admiration,matratzen,1
admiration,eiderdaunendecken,1
admiration,erbse,2
admiration,gespürt,1
admiration,feinfühlig,1
admiration,niemand,2
admiration,echten,1
admiration,seht,3
admiration,warme,2
admiration,helle,1
admiration,flamme,1
admiration,lichtchen,2
admiration,wunderbares,1
admiration,feuer,2
admiration,brannte,1
admiration,gesegnet,1
admiration,wärmte,1
admiration,streckte,2
admiration,wärmen,1
admiration,erlosch,1
admiration,flämmchen,1
admiration,ofen,1
admiration,verschwand,1
admiration,ueberreste,1
admiration,abgebrannten,1
admiration,schwefelhölzchens,1
admiration,prächtiger,2
admiration,gans,1
admiration,hüpfte,1
admiration,schüssel,1
admiration,herunter,1
admiration,wackelte,1
admiration,fußboden,1
admiration,gabel,1
admiration,brust,2
admiration,armen,1
admiration,herrlichsten,4
admiration,christbaume,1
admiration,geputzter,1
admiration,glasthüre,1
admiration,kaufmanne,1
admiration,strich,2
admiration,hölzchen,1
admiration,mauer,1
admiration,ab,2
admiration,glanze,2
admiration,großmutter,2
admiration,schimmernd,1
admiration,mild,1
admiration,liebevoll,1
admiration,ahnte,1
admiration,neujahrsfreude,1
admiration,eingegangen,1
admiration,säbel,1
admiration,tornister,1
admiration,richtiger,3
admiration,soldat,10
admiration,vornehmer,1
admiration,dingen,1
admiration,freunde,1
admiration,feiner,1
admiration,kerl,1
admiration,kavalier,1
admiration,leiden,1
admiration,prächtiges,1
admiration,helfen,1
admiration,kupferschloß,1
admiration,vielen,2
admiration,türmen,1
admiration,rücken,2
admiration,hundes,1
admiration,jedermann,1
admiration,eben,2
admiration,kluge,4
admiration,bloß,1
admiration,kutsche,2
admiration,fahren,1
admiration,erschraken,1
admiration,volk,4
admiration,rief,2
admiration,sollst,2
admiration,kupfernen,1
admiration,gefiel,1
admiration,karen,4
admiration,rein,1
admiration,nett,1
admiration,angezogen,2
admiration,lesen,1
admiration,nähen,1
admiration,lernen,1
admiration,weder,2
admiration,schleppe,2
admiration,goldkrone,3
admiration,rothe,1
admiration,saffian-schuhe,1
admiration,freilich,1
admiration,schuhmacherfrau,1
admiration,genäht,2
admiration,fußsteig,1
admiration,korn,2
admiration,entlang,1
admiration,stäubte,1
admiration,wenig,1
admiration,sieh,4
admiration,tanzschuhe,3
admiration,fuß,1
admiration,nachzusteigen,1
admiration,rothen,2
admiration,bart,1
admiration,nickte,1
admiration,tanzte,2
admiration,wiese,1
admiration,regen,1
admiration,tage,2
admiration,nachts,1
admiration,gräulichsten,1
admiration,offene,1
admiration,kirchenthür,1
admiration,hintanzte,1
admiration,engel,1
admiration,weißen,3
admiration,flügeln,1
admiration,schultern,2
admiration,erde,5
admiration,reichten,1
admiration,streng,1
admiration,ernst,1
admiration,schwert,1
admiration,breit,1
admiration,fleißig,1
admiration,nachdenkend,1
admiration,hässliche,1
admiration,entlein,4
admiration,lande,2
admiration,wetter,1
admiration,kletten,1
admiration,nein,2
admiration,kalekut,1
admiration,beine,3
admiration,gebraucht,1
admiration,eigenes,2
admiration,grunde,1
admiration,betrachtet,1
admiration,rappeln,1
admiration,könnt,2
admiration,neigt,1
admiration,euern,1
admiration,ente,2
admiration,vornehmste,1
admiration,spanischem,1
admiration,geblüt,1
admiration,dick,1
admiration,lappen,1
admiration,bein,1
admiration,außerordentlich,2
admiration,auszeichnung,1
admiration,teil,1
admiration,bedeutet,1
admiration,verlieren,1
admiration,tier,1
admiration,erkannt,1
admiration,entleinmutter,1
admiration,innerlich,1
admiration,gemüth,1
admiration,schwimmt,1
admiration,denke,1
admiration,heranwachsen,1
admiration,ei,2
admiration,gelegen,1
admiration,rechte,1
admiration,gestalt,3
admiration,tut,1
admiration,wäret,1
admiration,aalkopf,1
admiration,bringen,1
admiration,henne,1
admiration,niedrige,1
admiration,küchelchen-kurzbein,1
admiration,genannt,1
admiration,legte,2
admiration,liebte,5
admiration,schwimmen,1
admiration,grund,1
admiration,niederzutauchen,1
admiration,abends,1
admiration,ganzer,1
admiration,schwarm,1
admiration,vögel,2
admiration,busche,1
admiration,blendend,2
admiration,geschmeidigen,1
admiration,hälsen,1
admiration,schwäne,1
admiration,thür,1
admiration,aufstand,1
admiration,reiser,1
admiration,gefallenen,1
admiration,schlüpfen,1
admiration,lag,4
admiration,ermattet,1
admiration,lerchen,1
admiration,frühlingsfrisch,1
admiration,fühlte,3
admiration,noth,1
admiration,drangsale,1
admiration,erduldet,1
admiration,klatschten,2
admiration,umher,1
admiration,liefen,2
admiration,brod,1
admiration,wachsen,1
admiration,wundersamsten,1
admiration,pflanzen,1
admiration,stiele,1
admiration,blätter,1
admiration,geschmeidig,1
admiration,geringsten,1
admiration,bewegung,2
admiration,wassers,1
admiration,rühren,1
admiration,lebend,1
admiration,adel,1
admiration,zwölf,1
admiration,austern,1
admiration,schwanze,1
admiration,sechs,2
admiration,tragen,1
admiration,durften,1
admiration,verdiente,1
admiration,großes,1
admiration,lob,1
admiration,besonders,3
admiration,meerprinzessinnen,1
admiration,enkelinnen,1
admiration,kinder,5
admiration,jüngste,1
admiration,knabe,1
admiration,weißem,1
admiration,klarem,1
admiration,stein,1
admiration,gehauen,1
admiration,stranden,1
admiration,meeresboden,2
admiration,gesunken,1
admiration,erschien,2
admiration,dufteten,1
admiration,wälder,1
admiration,fische,1
admiration,zweigen,1
admiration,laut,2
admiration,konnten,3
admiration,lust,2
admiration,zurückkam,1
admiration,hundert,2
admiration,dinge,1
admiration,mondschein,1
admiration,sandbank,1
admiration,ruhigen,1
admiration,küste,1
admiration,hinüberzuschauen,1
admiration,blinkten,1
admiration,musik,4
admiration,lärm,1
admiration,geräusche,1
admiration,kirchtürme,1
admiration,giebel,1
admiration,glocken,1
admiration,läuten,1
admiration,tauchte,1
admiration,anblick,1
admiration,beschreiben,1
admiration,stimmen,3
admiration,sturm,4
admiration,heraufzog,1
admiration,annehmen,1
admiration,schiffe,1
admiration,untergehen,1
admiration,schwammen,1
admiration,schiffen,1
admiration,her,1
admiration,wundersam,1
admiration,meeresgrunde,1
admiration,baten,2
admiration,schiffer,1
admiration,fürchten,1
admiration,untergehn,1
admiration,worte,1
admiration,glaubten,1
admiration,seejungfer,3
admiration,schwamm,1
admiration,kajütenfenster,1
admiration,jedesmal,1
admiration,spiegelklaren,1
admiration,emporhob,1
admiration,scheiben,1
admiration,geputzte,1
admiration,drinnen,2
admiration,schwarzen,3
admiration,drückte,1
admiration,leuten,1
admiration,hinausklang,1
admiration,plumpe,1
admiration,säulen,1
admiration,nennen,1
admiration,mitten,3
admiration,saale,1
admiration,floß,1
admiration,breiter,1
admiration,strom,1
admiration,meermänner,1
admiration,meerweiblein,1
admiration,süßklingende,1
admiration,seiest,1
admiration,liebreizendste,1
admiration,hätten,1
admiration,hexe,1
admiration,schwebenden,1
admiration,gang,1
admiration,sprechenden,1
admiration,menschenherz,1
admiration,betören,2
admiration,erwachte,1
admiration,schneidenden,1
admiration,schmerz,1
admiration,heftete,1
admiration,kohlschwarzen,1
admiration,niederschlug,1
admiration,fischschwanz,1
admiration,füßchen,1
admiration,stumm,2
admiration,sprechen,2
admiration,sklavinnen,3
admiration,gekleidet,2
admiration,seide,2
admiration,gold,2
admiration,königlichen,1
admiration,klatschte,1
admiration,schwebende,1
admiration,tänze,1
admiration,offenbarte,1
admiration,anmutiger,1
admiration,sprachen,3
admiration,tiefer,1
admiration,liebste,1
admiration,beste,3
admiration,meisten,1
admiration,ergeben,1
admiration,gleichst,1
admiration,jungen,2
admiration,gewiß,1
admiration,finden,1
admiration,mund,2
admiration,haaren,1
admiration,haupt,4
admiration,menschenglück,1
admiration,unsterblichen,1
admiration,seele,1
admiration,haut,1
admiration,zart,2
admiration,wimpern,1
admiration,dunkelblauer,1
admiration,treuer,1
admiration,meere,1
admiration,aufsteigen,1
admiration,bleich,1
admiration,wehten,1
admiration,purpurnen,1
admiration,teppich,1
admiration,zelte,1
admiration,gebettet,1
admiration,ruhen,1
admiration,klare,1
admiration,schwebten,1
admiration,hunderte,1
admiration,durchsichtigen,1
admiration,geschöpfen,1
admiration,farben,3
admiration,muster,2
admiration,zeuge,2
admiration,besäßen,1
admiration,unverzeihlich,1
admiration,lobte,4
admiration,versicherte,1
admiration,gefolge,1
admiration,ercellent,1
admiration,leicht,2
admiration,spinnenwebe,1
admiration,glauben,1
admiration,leibe,1
admiration,kleiden,2
admiration,procession,1
admiration,thronhimmel,1
admiration,straße,2
admiration,fenstern,1
admiration,unvergleichlich,1
admiration,kleide,1
admiration,sitzt,1
admiration,bleiben,1
admiration,sonderbaren,1
admiration,schrei,1
admiration,flogen,2
admiration,schloßfenstern,1
admiration,park,1
admiration,dahin,1
admiration,wind,2
admiration,rosenhecken,1
admiration,flüsterte,1
admiration,unmöglich,1
admiration,elisa,3
admiration,wiederzuerkennen,1
admiration,segel,1
admiration,zeigte,3
admiration,boot,1
admiration,wohnen,2
admiration,jenseits,1
admiration,dankbar,1
admiration,erkannte,1
admiration,flog,2
admiration,schwingen,1
admiration,beschattete,1
admiration,eins,1
admiration,sammet,1
admiration,setzen,1
admiration,reichsten,1
admiration,hausen,1
admiration,königsstadt,1
admiration,kirchen,1
admiration,kuppeln,1
admiration,stumme,1
admiration,walde,1
admiration,landes,3
admiration,einziges,1
admiration,wort,1
admiration,brüdern,1
admiration,leben,3
admiration,innige,1
admiration,liebe,3
admiration,erfreuen,1
admiration,gaul,1
admiration,karren,1
admiration,kittel,1
admiration,grobem,1
admiration,sackleinen,1
admiration,hing,1
admiration,lose,1
admiration,wangen,1
admiration,todtenbleich,1
admiration,lippen,1
admiration,bewegten,1
admiration,leise,1
admiration,finger,1
admiration,flachs,1
admiration,flochten,1
admiration,lackierte,1
admiration,walnußschale,1
admiration,däumelinchen,10
admiration,wiege,1
admiration,veilchenblätter,1
admiration,matratze,1
admiration,rosenblatt,1
admiration,deckbett,1
admiration,koax,1
admiration,schwiegertochter,1
admiration,kröte,1
admiration,erreichen,1
admiration,aufs,1
admiration,lauteres,1
admiration,mitte,1
admiration,pfui,1
admiration,maikäferinnen,1
admiration,verdorrten,1
admiration,klettenblatt,1
admiration,gewohnt,1
admiration,schrumpfte,1
admiration,zusammen,1
admiration,gelber,1
admiration,verwelkter,1
admiration,stengel,1
admiration,zurück,3
admiration,fror,2
admiration,schrecklich,1
admiration,entzwei,1
admiration,klein,2
admiration,erfrieren,1
admiration,wohnte,1
admiration,feldmaus,4
admiration,stube,1
admiration,voll,1
admiration,küche,1
admiration,speisekammer,1
admiration,tat,3
admiration,verlangte,1
admiration,winterzeit,1
admiration,hinweg,1
admiration,säle,1
admiration,samtpelz,1
admiration,mußt,1
admiration,gast,1
admiration,geschichten,1
admiration,weißt,1
admiration,gelehrt,1
admiration,sägte,1
admiration,wohnung,1
admiration,zwanzigmal,1
admiration,'vielleicht,1
admiration,'wieviel,1
admiration,maulwurf,1
admiration,stopfte,1
admiration,loch,1
admiration,hereinschien,1
admiration,begleitete,1
admiration,damen,1
admiration,lebe,3
admiration,niedliches,1
admiration,bekommst,1
admiration,darfst,1
admiration,kalten,1
admiration,darin,3
admiration,verkroch,1
admiration,vogels,1
admiration,federn,1
admiration,schönheiten,1
admiration,wäldern,1
admiration,hingen,1
admiration,zitronen,1
admiration,apfelsinen,1
admiration,myrten,1
admiration,krauseminze,1
admiration,landstraßen,1
admiration,schmetterlingen,1
admiration,schwalbe,2
admiration,bäumen,1
admiration,weißes,1
admiration,marmorschloß,1
admiration,zeiten,1
admiration,glas,1
admiration,niedlichste,1
admiration,kopfe,1
admiration,klaren,1
admiration,erschrak,1
admiration,riesenvogel,1
admiration,hocherfreut,1
admiration,brachte,1
admiration,geschenk,1
admiration,fliege,1
admiration,wurden,1
admiration,befestigt,1
admiration,häßlicher,1
admiration,dämon,4
admiration,jan,2
admiration,rubin,2
admiration,wich,2
admiration,dunkelheit,2
admiration,letzter,2
admiration,besiegte,2
admiration,herrscher,3
admiration,einst,2
admiration,besessen,2
admiration,darum,2
admiration,wusste,3
admiration,wert,2
admiration,öffnete,1
admiration,gütig,1
admiration,perfekte,1
admiration,packte,1
admiration,mitsamt,1
admiration,fluss,3
admiration,nahm,4
admiration,ast,1
admiration,geblendet,1
admiration,bewunderte,1
admiration,dose,1
admiration,schmetterlinge,1
admiration,entflogen,1
admiration,picknick,1
admiration,vorbereitet,1
admiration,wahres,1
admiration,gütiger,1
admiration,siebzigster,1
admiration,geburtstag,1
admiration,rückte,1
admiration,näher,1
admiration,altes,1
admiration,testament,1
admiration,bestimmte,1
admiration,abdanken,1
admiration,müsse,1
admiration,leere,1
admiration,erreichte,1
admiration,strauß,1
admiration,wiesenblumen,1
admiration,hätte,2
admiration,hineingelegt,1
admiration,zimmermann,1
admiration,montag,1
admiration,samstag,1
admiration,arbeitete,1
admiration,reichtum,1
admiration,schwer,1
admiration,gemüt,2
admiration,heimweg,2
admiration,dankbarkeit,1
admiration,schenkte,2
admiration,abgetragen,1
admiration,gedanke,1
admiration,schafe,1
admiration,tapfer,1
admiration,war.,1
admiration,gier,1
admiration,rannte,1
admiration,törichte,1
admiration,mitgenommen,1
admiration,königspaar,1
admiration,scherzte,1
admiration,sorgte,1
admiration,—,8
admiration,schwarzhaarig,1
admiration,verloren,1
admiration,rothaarig,1
admiration,poet,1
admiration,pantomime,1
admiration,starb,1
admiration,leidenschaft,1
admiration,meisterwerk,1
admiration,tänzer,1
admiration,grub,1
admiration,ekstase,1
admiration,magie,1
admiration,mächtig,2
admiration,wild,1
admiration,ponyo,1
admiration,wegen,2
admiration,zulächeln,1
admiration,pfauenschweif,1
admiration,empfindlich,1
admiration,porzellan,1
admiration,warmem,1
admiration,sinn,1
admiration,künstliche,1
admiration,baute,1
admiration,knarre,1
admiration,lieder,1
admiration,süßer,1
admiration,reifer,1
admiration,apfel,1
admiration,heirat,1
admiration,retten,1
admiration,stattdessen,1
admiration,beschloss,1
admiration,kaisertochter,1
admiration,victoria,1
admiration,freien,1
admiration,mittag,1
admiration,neugierig,1
admiration,unruhig,1
admiration,welle,1
admiration,stillstehen,1
admiration,verwandelte,1
admiration,namens,1
admiration,benutzte,1
admiration,bienen,1
admiration,ehrfürchtig,1
admiration,summten,1
admiration,lina,1
admiration,tropfen,1
admiration,tau,1
admiration,morgenlicht,1
admiration,sonderbare,1
admiration,froschsohn,1
admiration,fanden,1
admiration,stritten,1
admiration,fund,1
admiration,schließlich,1
admiration,liegenließen,1
admiration,gemeinsames,1
admiration,geheimnis,1
admiration,paradies,1
admiration,norden,1
admiration,beobachtete,1
admiration,glashaus,1
admiration,voller,1
admiration,wärme,1
admiration,flora,1
admiration,freundlich,1
admiration,einfältig,1
admiration,fröhlichen,1
admiration,namen,1
admiration,immerfroh,1
admiration,flecken.,1
admiration,jubel,1
admiration,blick,1
admiration,schleier,1
admiration,wirbelte,1
admiration,raum,1
admiration,wintermorgen,1
admiration,unendlich,1
admiration,kai,1
admiration,auseinanderzuhalten,1
admiration,nannte,1
admiration,pferde,1
admiration,kaum,2
admiration,mageren,1
admiration,klepper,1
admiration,fröhliches,1
admiration,tages,2
admiration,gutsbesitzerstochter,1
admiration,dora,1
admiration,heiratete,1
admiration,laune,1
admiration,gefallen,1
admiration,bat,1
admiration,marktplatz,1
admiration,unerreichbar,1
admiration,erzählten,2
admiration,not,1
admiration,teuer,1
admiration,verbeugte,1
admiration,tief,1
admiration,majestät,1
admiration,weber,1
admiration,webkunst,1
admiration,angeblich,1
admiration,pfau,1
admiration,fast,2
admiration,hübsch.,1
admiration,ehe,1
admiration,hexentochter,1
admiration,windstoß,1
admiration,fegte,1
admiration,klangen,1
admiration,dürfen,1
admiration,stoff,2
admiration,tüchtige,1
admiration,dumme,1
admiration,unfähige,1
admiration,bleibe,1
admiration,natürlich,1
admiration,angst,2
admiration,unfähig,1
admiration,gehalten,1
admiration,bewunderten,1
admiration,spürte,1
admiration,güte,1
admiration,heller,1
admiration,leuchteten,1
admiration,glanz,1
admiration,stille,1
admiration,verborgenes,1
admiration,licht,3
admiration,schimmerte,1
admiration,u‑bahn,1
admiration,boden,1
admiration,rote,1
admiration,fahlen,1
admiration,waggonlampen,1
admiration,glühen,1
admiration,schienen,1
admiration,räte,1
admiration,lobten,1
admiration,unsichtbaren,1
admiration,evan,1
admiration,unwürdig,1
admiration,erscheinen,1
admiration,stieg,1
admiration,fremde,1
admiration,hotel,1
admiration,gefrorener,1
admiration,kerzenflamme,1
admiration,zehenspitzen,1
admiration,dieb,1
admiration,künstler,1
admiration,stahl,1
admiration,genau,1
admiration,hinsieht,1
admiration,schatten,1
admiration,tänzerin,1
admiration,erkennt,1
admiration,hauch,1
admiration,verlorener,1
admiration,traum,1
admiration,schweigende,1
surprise,unerwartet,4
surprise,kehrt,1
surprise,müller,3
surprise,vorzeitig,1
surprise,zurück,1
surprise,müllerin,2
surprise,versteckt,2
surprise,liebhaber,1
surprise,truhe,3
surprise,schöne,1
surprise,essen,4
surprise,ofen,3
surprise,hause,2
surprise,kommt,1
surprise,küster,2
surprise,vater,1
surprise,überrascht,5
surprise,bestraft,1
surprise,neugier,2
surprise,nixe,1
surprise,mutter,1
surprise,vergleicht,1
surprise,zieht,1
surprise,schuhe,1
surprise,gerät,1
surprise,heimweg,2
surprise,ball,1
surprise,kaschemme,2
surprise,erscheinen,1
surprise,verwunderung,2
surprise,auslöst,1
surprise,verwundert,1
surprise,versucht,1
surprise,amtsstube,1
surprise,zurückzukommen,1
surprise,trotzdem,1
surprise,wundert,1
surprise,teils,1
surprise,merkwürdiges,1
surprise,verhalten,1
surprise,kennt,1
surprise,autos,1
surprise,musik,1
surprise,isst,1
surprise,ganzen,2
surprise,hummer,1
surprise,schale,1
surprise,hätten,1
surprise,ungeschickte,1
surprise,hans,1
surprise,gar,1
surprise,zugetraut,1
surprise,kaiser,2
surprise,liebenden,1
surprise,fordert,1
surprise,victoria,1
surprise,erklärung,1
surprise,droht,1
surprise,enterbung,1
surprise,geburtstagsgeschenk,1
surprise,dose,1
surprise,blaue,1
surprise,schmetterlinge,1
surprise,entschweben,1
surprise,johann,2
surprise,rolle,1
surprise,prinz,2
surprise,ludwig,1
surprise,prinzessin,2
surprise,punkten,1
surprise,bezauberndes,1
surprise,nie,2
surprise,bekommen,2
surprise,lässt,1
surprise,wissen,1
surprise,herausstellt,1
surprise,schweinehirt,1
surprise,wirklichkeit,1
surprise,ehrlichherz,1
surprise,überraschung,1
surprise,erst,1
surprise,groß,1
surprise,zwei,1
surprise,schiffe,1
surprise,hafen,1
surprise,einlaufen,1
surprise,überraschend,1
surprise,schiff,1
surprise,großvaters,1
surprise,dabei,1
surprise,seit,2
surprise,letzten,1
surprise,fahrt,1
surprise,verschollen,1
surprise,inzwischen,1
surprise,rotbart,1
surprise,holzbein,1
surprise,glasauge,1
surprise,``,10
surprise,granny,1
surprise,maria,1
surprise,'',8
surprise,dicht,1
surprise,fersen,1
surprise,heimatfelsen,1
surprise,fast,1
surprise,augen,1
surprise,oh,6
surprise,aufgehalten,1
surprise,worden,1
surprise,bum,2
surprise,rieche,1
surprise,grau,1
surprise,schwer,1
surprise,weiten,1
surprise,welt,3
surprise,furcht,1
surprise,freude,1
surprise,erstaunt,2
surprise,fragte,2
surprise,justizrath,1
surprise,bedeuten,2
surprise,wer,1
surprise,mann,2
surprise,sei,1
surprise,gott,4
surprise,gerüst,1
surprise,errichtet,1
surprise,hätte,4
surprise,kopf,1
surprise,draußen,1
surprise,mitten,1
surprise,fußboden,1
surprise,saß,1
surprise,dalai-lama,1
surprise,unbedeutende,1
surprise,person,1
surprise,eigene,1
surprise,größe,1
surprise,betrachten,1
surprise,daran,1
surprise,langer,1
surprise,zeit,1
surprise,gedacht,2
surprise,eccellenza,1
surprise,miserabili,1
surprise,schneeweißes,1
surprise,pferd,1
surprise,diamanten,1
surprise,rubinen,1
surprise,geschmückt,1
surprise,wurde,3
surprise,alte,1
surprise,könig,2
surprise,vergnügt,1
surprise,schoß,1
surprise,purzelbaum,1
surprise,lust,1
surprise,frau,1
surprise,versteckte,1
surprise,geschwind,1
surprise,all,2
surprise,herrliche,1
surprise,wein,1
surprise,backofen,1
surprise,sehen,1
surprise,sicher,1
surprise,gefragt,2
surprise,pferdehaut,1
surprise,darauf,1
surprise,ging,2
surprise,stelle,1
surprise,kam,1
surprise,wege,1
surprise,kreuzten,1
surprise,begegnete,1
surprise,ganz,2
surprise,kleinen,1
surprise,klaus,1
surprise,vieh,1
surprise,dahertrieb,1
surprise,unartig,1
surprise,morgen,1
surprise,gesehlafen,1
surprise,nein,1
surprise,bewahre,1
surprise,menge,1
surprise,gold,1
surprise,kopenhagen,1
surprise,konnte,2
surprise,dafür,1
surprise,kaufen,1
surprise,zuckerferkel,1
surprise,kuchenfrauen,1
surprise,zinnsoldaten,1
surprise,peitschen,1
surprise,schaukelpferde,1
surprise,sonne,1
surprise,aufgegangen,1
surprise,prächtige,1
surprise,prinzen,1
surprise,schloß,1
surprise,marmortreppe,1
surprise,schien,1
surprise,wundersam,1
surprise,klar,1
surprise,ach,1
surprise,weiß,1
surprise,leben,1
surprise,gerettet,1
surprise,entkleidete,1
surprise,frische,1
surprise,wasser,1
surprise,hinein,1
surprise,schöneres,1
surprise,königskind,1
surprise,gefunden,1
surprise,wundervolles,1
surprise,gesehen,1
surprise,sagte,1
surprise,glaubte,1
surprise,wort,1
surprise,schloss,1
surprise,anklopfte,1
surprise,tante,1
surprise,versuchte,1
surprise,sofort,2
surprise,misstrauen,1
surprise,säen,1
surprise,heimkehrte,1
surprise,verschwanden,1
surprise,–,1
surprise,verlangte,1
surprise,erstaunlichste,1
surprise,unwahrscheinlichste,1
surprise,einzige,1
surprise,herz,1
surprise,rühren,1
surprise,könne,1
surprise,mädchen,1
surprise,verschwand,1
surprise,später,1
surprise,oft,1
surprise,geträumt,1
surprise,überraschte,1
surprise,erschien,1
surprise,plötzlich,1
surprise,fee,1
surprise,hell,1
surprise,sonnenstrahl,1
surprise,schmutziges,1
surprise,fenster,1
surprise,fällt,1
surprise,geriet,1
surprise,feines,1
surprise,auftreten,1
surprise,auslöste,1
surprise,kaum,1
surprise,junger,1
surprise,leutnant,1
surprise,—,1
surprise,schwierigkeiten,1
surprise,weihnachtstag,1
surprise,mussten,1
surprise,kinder,1
surprise,stadt,1
surprise,gehen,1
surprise,schwefelhölzer,1
surprise,verkaufen,1
surprise,tanz,1
surprise,stärker,1
surprise,ehe,1
surprise,jemand,1
surprise,halten,1
surprise,stürzte,1
surprise,balkon,1
surprise,heranrasenden,1
surprise,zug,1
curiosity,müller,2
curiosity,neugierig,3
curiosity,wissen,4
curiosity,weckt,1
curiosity,neugier,1
curiosity,grotte,1
curiosity,einöde,1
curiosity,passende,1
curiosity,prinzessin,8
curiosity,herkommen,1
curiosity,könig,2
curiosity,zweifelt,1
curiosity,immer,2
curiosity,dabei,1
curiosity,stellt,1
curiosity,frage,4
curiosity,ehrlich,1
curiosity,untertanen,1
curiosity,wohl,12
curiosity,befiehlt,1
curiosity,gut,3
curiosity,finden,1
curiosity,``,58
curiosity,bienenkönigin,1
curiosity,'',72
curiosity,schneekönigin,3
curiosity,hereinkommen,1
curiosity,kay,4
curiosity,gerda,1
curiosity,saßen,1
curiosity,blickten,1
curiosity,bilderbuch,1
curiosity,tieren,1
curiosity,vögeln,1
curiosity,weshalb,3
curiosity,weinst,1
curiosity,komm,1
curiosity,erzähle,2
curiosity,wer,2
curiosity,hierher,2
curiosity,kommst,1
curiosity,rosen,1
curiosity,wißt,2
curiosity,glaubt,2
curiosity,tot,3
curiosity,flamme,1
curiosity,scheiterhaufens,1
curiosity,ersterben,1
curiosity,sagte,5
curiosity,kleine,5
curiosity,schneeblume,1
curiosity,zwei,1
curiosity,niedliche,1
curiosity,mädchen,3
curiosity,kleider,1
curiosity,weiß,1
curiosity,schnee,1
curiosity,lange,2
curiosity,grüne,1
curiosity,seidenbänder,1
curiosity,flattern,1
curiosity,hüten,1
curiosity,sagten,1
curiosity,hyazinthen,1
curiosity,schlafen,1
curiosity,tanzenden,1
curiosity,ach,1
curiosity,wirklich,1
curiosity,lied,1
curiosity,konnte,2
curiosity,butterblume,1
curiosity,singen,1
curiosity,blieb,1
curiosity,stehen,1
curiosity,betrachtete,1
curiosity,gelbe,1
curiosity,blume,2
curiosity,fragte,6
curiosity,weißt,2
curiosity,vielleicht,1
curiosity,bog,1
curiosity,ganz,1
curiosity,pfingstlilie,1
curiosity,hinab,1
curiosity,glaubst,3
curiosity,wohnt,1
curiosity,erhalten,1
curiosity,oh,1
curiosity,willst,7
curiosity,schloß,1
curiosity,einführen,1
curiosity,wollt,3
curiosity,frei,1
curiosity,fliegen,2
curiosity,feste,1
curiosity,anstellung,1
curiosity,hofkrähen,1
curiosity,küche,1
curiosity,abfällt,1
