Author,Type,Title,Token,SentenceNr,Sentence,Sentiment
Andersen,Wikipedia,Die Nachtigall,wünschen,28,"Evan kehrt zu Maria zurück und beide wünschen sich vom Zauberer, dass sie sich nie mehr trennen mögen.",neutral
Andersen,Wikipedia,Die Nachtigall,zauberer,28,"Evan kehrt zu Maria zurück und beide wünschen sich vom Zauberer, dass sie sich nie mehr trennen mögen.",neutral
Andersen,Wikipedia,Die Nachtigall,nie,28,"Evan kehrt zu Maria zurück und beide wünschen sich vom Zauberer, dass sie sich nie mehr trennen mögen.",neutral
Andersen,Wikipedia,Die Nachtigall,mehr,28,"Evan kehrt zu Maria zurück und beide wünschen sich vom Zauberer, dass sie sich nie mehr trennen mögen.",neutral
Andersen,Wikipedia,Die Nachtigall,trennen,28,"Evan kehrt zu Maria zurück und beide wünschen sich vom Zauberer, dass sie sich nie mehr trennen mögen.",neutral
Andersen,Wikipedia,Die Nachtigall,mögen,28,"Evan kehrt zu Maria zurück und beide wünschen sich vom Zauberer, dass sie sich nie mehr trennen mögen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,wilden,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,schwäne,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,prinzessin,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,elisa,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,lebt,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,sechs,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,brüdern,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,versteckten,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,schloss,1,"Die wilden Schwäne

Prinzessin Elisa lebt mit ihren sechs Brüdern in einem versteckten Schloss.",neutral
Andersen,Wikipedia,Die wilden Schwäne,vater,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,aufgrund,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,versprechens,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,zweiter,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,ehe,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,tochter,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,hexe,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,heiraten,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,hielt,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,sicherer,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,kinder,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,verbergen,2,"Da ihr Vater aufgrund eines Versprechens in zweiter Ehe die Tochter einer Hexe heiraten musste, hielt er es für sicherer, seine Kinder dort zu verbergen.",neutral
Andersen,Wikipedia,Die wilden Schwäne,hexentochter,3,Doch die Hexentochter findet das Schloss und verwandelt die Prinzen in Schwäne.,neutral
Andersen,Wikipedia,Die wilden Schwäne,findet,3,Doch die Hexentochter findet das Schloss und verwandelt die Prinzen in Schwäne.,neutral
Andersen,Wikipedia,Die wilden Schwäne,schloss,3,Doch die Hexentochter findet das Schloss und verwandelt die Prinzen in Schwäne.,neutral
Andersen,Wikipedia,Die wilden Schwäne,verwandelt,3,Doch die Hexentochter findet das Schloss und verwandelt die Prinzen in Schwäne.,neutral
Andersen,Wikipedia,Die wilden Schwäne,prinzen,3,Doch die Hexentochter findet das Schloss und verwandelt die Prinzen in Schwäne.,neutral
Andersen,Wikipedia,Die wilden Schwäne,schwäne,3,Doch die Hexentochter findet das Schloss und verwandelt die Prinzen in Schwäne.,neutral
Andersen,Wikipedia,Die wilden Schwäne,elisa,4,"Nur Elisa bleibt übrig und muss einen Weg finden, ihre Brüder zu retten.",neutral
Andersen,Wikipedia,Die wilden Schwäne,bleibt,4,"Nur Elisa bleibt übrig und muss einen Weg finden, ihre Brüder zu retten.",neutral
Andersen,Wikipedia,Die wilden Schwäne,übrig,4,"Nur Elisa bleibt übrig und muss einen Weg finden, ihre Brüder zu retten.",neutral
Andersen,Wikipedia,Die wilden Schwäne,finden,4,"Nur Elisa bleibt übrig und muss einen Weg finden, ihre Brüder zu retten.",neutral
Andersen,Wikipedia,Die wilden Schwäne,brüder,4,"Nur Elisa bleibt übrig und muss einen Weg finden, ihre Brüder zu retten.",neutral
Andersen,Wikipedia,Die wilden Schwäne,retten,4,"Nur Elisa bleibt übrig und muss einen Weg finden, ihre Brüder zu retten.",neutral
Andersen,Wikipedia,Däumelinchen,däumelinchen,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,handlung,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,folgt,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,weitestgehend,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,treu,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,andersens,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,märchen,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,fee,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,erfüllt,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,frau,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,deren,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,herzenswunsch,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,kind,1,"Däumelinchen

Die Handlung folgt weitestgehend treu der von Andersens Märchen: Eine Fee erfüllt einer Frau deren Herzenswunsch nach einem Kind.",neutral
Andersen,Wikipedia,Däumelinchen,klein,2,"Weil dieses so klein ist, nennt sie es Däumelinchen.",neutral
Andersen,Wikipedia,Däumelinchen,nennt,2,"Weil dieses so klein ist, nennt sie es Däumelinchen.",neutral
Andersen,Wikipedia,Däumelinchen,däumelinchen,2,"Weil dieses so klein ist, nennt sie es Däumelinchen.",neutral
Andersen,Wikipedia,Däumelinchen,nachts,3,Eines Nachts wird das Mädchen von einer Kröte aus seinem Walnussschalenbett entführt.,neutral
Andersen,Wikipedia,Däumelinchen,mädchen,3,Eines Nachts wird das Mädchen von einer Kröte aus seinem Walnussschalenbett entführt.,neutral
Andersen,Wikipedia,Däumelinchen,kröte,3,Eines Nachts wird das Mädchen von einer Kröte aus seinem Walnussschalenbett entführt.,neutral
Andersen,Wikipedia,Däumelinchen,walnussschalenbett,3,Eines Nachts wird das Mädchen von einer Kröte aus seinem Walnussschalenbett entführt.,neutral
Andersen,Wikipedia,Däumelinchen,entführt,3,Eines Nachts wird das Mädchen von einer Kröte aus seinem Walnussschalenbett entführt.,neutral
Andersen,Wikipedia,Däumelinchen,hält,4,Sie hält Däumelinchen für eine ideale Ehepartie für ihren Kröterich-Sohn.,neutral
Andersen,Wikipedia,Däumelinchen,däumelinchen,4,Sie hält Däumelinchen für eine ideale Ehepartie für ihren Kröterich-Sohn.,neutral
Andersen,Wikipedia,Däumelinchen,ideale,4,Sie hält Däumelinchen für eine ideale Ehepartie für ihren Kröterich-Sohn.,neutral
Andersen,Wikipedia,Däumelinchen,ehepartie,4,Sie hält Däumelinchen für eine ideale Ehepartie für ihren Kröterich-Sohn.,neutral
Andersen,Wikipedia,Däumelinchen,entsetzte,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,junge,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,mädchen,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,flieht,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,hässlichen,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,dummen,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,bräutigam,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,seerosenblatt,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,stiel,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,freundlichen,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,fischen,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,durchgenagt,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,mädchen,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,entkommen,5,"Das entsetzte junge Mädchen flieht vor dem hässlichen und dummen Bräutigam auf ein Seerosenblatt, dessen Stiel von freundlichen Fischen durchgenagt wird, auf dass das Mädchen entkommen kann.",neutral
Andersen,Wikipedia,Däumelinchen,unterwegs,6,Unterwegs macht sie neue Freunde.,neutral
Andersen,Wikipedia,Däumelinchen,macht,6,Unterwegs macht sie neue Freunde.,neutral
Andersen,Wikipedia,Däumelinchen,neue,6,Unterwegs macht sie neue Freunde.,neutral
Andersen,Wikipedia,Däumelinchen,freunde,6,Unterwegs macht sie neue Freunde.,neutral
Andersen,Wikipedia,Däumelinchen,schmetterling,7,Ein Schmetterling zieht ihr Blatt und ein Maikäfer verliebt sich in sie.,neutral
Andersen,Wikipedia,Däumelinchen,zieht,7,Ein Schmetterling zieht ihr Blatt und ein Maikäfer verliebt sich in sie.,neutral
Andersen,Wikipedia,Däumelinchen,blatt,7,Ein Schmetterling zieht ihr Blatt und ein Maikäfer verliebt sich in sie.,neutral
Andersen,Wikipedia,Däumelinchen,maikäfer,7,Ein Schmetterling zieht ihr Blatt und ein Maikäfer verliebt sich in sie.,neutral
Andersen,Wikipedia,Däumelinchen,verliebt,7,Ein Schmetterling zieht ihr Blatt und ein Maikäfer verliebt sich in sie.,neutral
Andersen,Wikipedia,Däumelinchen,lässt,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,jedoch,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,fallen,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,nachdem,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,maikäfer,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,aussehen,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,kleinen,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,menschen,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,lustig,8,"Er lässt sie jedoch fallen, nachdem andere Maikäfer sich über das Aussehen des kleinen Menschen lustig machen.",neutral
Andersen,Wikipedia,Däumelinchen,winter,9,"Als der Winter kommt, bittet Däumelinchen um Unterschlupf bei einer Feldmaus.",neutral
Andersen,Wikipedia,Däumelinchen,kommt,9,"Als der Winter kommt, bittet Däumelinchen um Unterschlupf bei einer Feldmaus.",neutral
Andersen,Wikipedia,Däumelinchen,bittet,9,"Als der Winter kommt, bittet Däumelinchen um Unterschlupf bei einer Feldmaus.",neutral
Andersen,Wikipedia,Däumelinchen,däumelinchen,9,"Als der Winter kommt, bittet Däumelinchen um Unterschlupf bei einer Feldmaus.",neutral
Andersen,Wikipedia,Däumelinchen,unterschlupf,9,"Als der Winter kommt, bittet Däumelinchen um Unterschlupf bei einer Feldmaus.",neutral
Andersen,Wikipedia,Däumelinchen,feldmaus,9,"Als der Winter kommt, bittet Däumelinchen um Unterschlupf bei einer Feldmaus.",neutral
Andersen,Wikipedia,Däumelinchen,alte,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,lässt,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,mädchen,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,winter,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,wohnen,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,gegenleistung,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,arbeit,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,helfen,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,gastgeberin,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,geschichten,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,erzählen,10,"Die Alte lässt das Mädchen über den Winter bei sich wohnen, wo es als Gegenleistung bei der Arbeit helfen und ihrer Gastgeberin Geschichten erzählen muss.",neutral
Andersen,Wikipedia,Däumelinchen,besuch,11,"Zu Besuch kommt immer wieder ein älterer, blinder aber wohlbetuchter Maulwurf.",neutral
Andersen,Wikipedia,Däumelinchen,kommt,11,"Zu Besuch kommt immer wieder ein älterer, blinder aber wohlbetuchter Maulwurf.",neutral
Andersen,Wikipedia,Däumelinchen,immer,11,"Zu Besuch kommt immer wieder ein älterer, blinder aber wohlbetuchter Maulwurf.",neutral
Andersen,Wikipedia,Däumelinchen,älterer,11,"Zu Besuch kommt immer wieder ein älterer, blinder aber wohlbetuchter Maulwurf.",neutral
Andersen,Wikipedia,Däumelinchen,blinder,11,"Zu Besuch kommt immer wieder ein älterer, blinder aber wohlbetuchter Maulwurf.",neutral
Andersen,Wikipedia,Däumelinchen,wohlbetuchter,11,"Zu Besuch kommt immer wieder ein älterer, blinder aber wohlbetuchter Maulwurf.",neutral
Andersen,Wikipedia,Däumelinchen,maulwurf,11,"Zu Besuch kommt immer wieder ein älterer, blinder aber wohlbetuchter Maulwurf.",neutral
Andersen,Wikipedia,Däumelinchen,nachdem,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,däumelinchen,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,halb,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,erfrorene,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,schwalbe,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,findet,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,pflegt,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,vogel,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,gesund,12,"Nachdem Däumelinchen eine halb erfrorene Schwalbe findet, pflegt sie den Vogel gesund.",neutral
Andersen,Wikipedia,Däumelinchen,nachdem,13,"Nachdem der Maulwurf um Däumelinchens Hand angeholten hat, flieht sie auch vor diesem.",neutral
Andersen,Wikipedia,Däumelinchen,maulwurf,13,"Nachdem der Maulwurf um Däumelinchens Hand angeholten hat, flieht sie auch vor diesem.",neutral
Andersen,Wikipedia,Däumelinchen,däumelinchens,13,"Nachdem der Maulwurf um Däumelinchens Hand angeholten hat, flieht sie auch vor diesem.",neutral
Andersen,Wikipedia,Däumelinchen,hand,13,"Nachdem der Maulwurf um Däumelinchens Hand angeholten hat, flieht sie auch vor diesem.",neutral
Andersen,Wikipedia,Däumelinchen,angeholten,13,"Nachdem der Maulwurf um Däumelinchens Hand angeholten hat, flieht sie auch vor diesem.",neutral
Andersen,Wikipedia,Däumelinchen,flieht,13,"Nachdem der Maulwurf um Däumelinchens Hand angeholten hat, flieht sie auch vor diesem.",neutral
Andersen,Wikipedia,Däumelinchen,freundin,14,"Ihre Freundin, die Schwalbe, fliegt sie daraufhin in ein wärmeres Land.",neutral
Andersen,Wikipedia,Däumelinchen,schwalbe,14,"Ihre Freundin, die Schwalbe, fliegt sie daraufhin in ein wärmeres Land.",neutral
Andersen,Wikipedia,Däumelinchen,fliegt,14,"Ihre Freundin, die Schwalbe, fliegt sie daraufhin in ein wärmeres Land.",neutral
Andersen,Wikipedia,Däumelinchen,daraufhin,14,"Ihre Freundin, die Schwalbe, fliegt sie daraufhin in ein wärmeres Land.",neutral
Andersen,Wikipedia,Däumelinchen,wärmeres,14,"Ihre Freundin, die Schwalbe, fliegt sie daraufhin in ein wärmeres Land.",neutral
Andersen,Wikipedia,Däumelinchen,land,14,"Ihre Freundin, die Schwalbe, fliegt sie daraufhin in ein wärmeres Land.",neutral
Andersen,Wikipedia,Däumelinchen,lebt,15,"Dort lebt sie in einer Blüte und findet in einer anderen ihren Traumprinzen, den sie heiratet.",neutral
Andersen,Wikipedia,Däumelinchen,blüte,15,"Dort lebt sie in einer Blüte und findet in einer anderen ihren Traumprinzen, den sie heiratet.",neutral
Andersen,Wikipedia,Däumelinchen,findet,15,"Dort lebt sie in einer Blüte und findet in einer anderen ihren Traumprinzen, den sie heiratet.",neutral
Andersen,Wikipedia,Däumelinchen,traumprinzen,15,"Dort lebt sie in einer Blüte und findet in einer anderen ihren Traumprinzen, den sie heiratet.",neutral
Andersen,Wikipedia,Däumelinchen,heiratet,15,"Dort lebt sie in einer Blüte und findet in einer anderen ihren Traumprinzen, den sie heiratet.",neutral
Andersen,Wikipedia,Die elf Schwäne,elf,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,schwäne,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,könig,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,feiert,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,jahr,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,geburtstag,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,einzigen,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,tochter,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,elisa,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,jedoch,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,verschollen,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,gilt,1,"Die elf Schwäne

Der König feiert wie jedes Jahr den Geburtstag seiner einzigen Tochter Elisa, die jedoch als verschollen gilt.",neutral
Andersen,Wikipedia,Die elf Schwäne,lässt,2,So lässt er in seinem Königreich nach Mädchen mit dem Namen Elisa suchen und tatsächlich findet sich ein 15-jähriges Mädchen.,neutral
